cluster_id,centroid_lat,centroid_lng,violation_count,unique_vehicle_types,dominant_vehicle_type,vehicle_mix,police_station_mode,location_mode,junction_name_mode,junction_flag_rate,has_junction_name_rate,first_seen_ist,last_seen_ist,active_days,active_weeks,peak_hour_basic,peak_day_basic,h3_cells_count,cluster_quality,needs_manual_review,peak_hour,peak_hour_count,peak_hour_share,top_3_hours,peak_day_name,peak_day_type,weekday_peak_hour,weekend_peak_hour,recommended_patrol_window,secondary_patrol_window,temporal_concentration_score,temporal_confidence,m3_notes,assigned_station,station_assignment_method,station_assignment_confidence,station_cluster_rank,station_violation_rank,station_priority_band,is_top_station_hotspot,station_total_clusters,station_total_violations,station_needs_review_clusters,station_good_clusters,station_medium_clusters,cluster_violation_share_within_station,jurisdiction_notes,observation_span_days,recurrence_rate_days,week_coverage_rate,avg_violations_per_active_day,max_daily_violations,top_day_share,weekend_share,weekday_share,hotspot_type,needs_review_flag,deployment_readiness,review_reason,primary_behavior_signal,behavior_signal_strength,recommended_action,classification_confidence,m4_reason,m4_notes,handoff_ready,handoff_warning,prakhar_feature_version,downstream_join_key
C_986,12.9277617,77.63329774444443,18,4,CAR,"CAR:10,MOTOR CYCLE:4,SCOOTER:2,MAXI-CAB:2",ADUGODI,"80 Feet Road, Block 1A, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",No Junction,0.0,0.0,2024-01-24 09:43:46+05:30,2024-03-26 06:26:46+05:30,7,5,7,Saturday,1,medium,1,7,8,0.4444,"[7, 9, 10]",Saturday,WEEKEND,9.0,7.0,07:00-09:00,09:00-11:00,0.7222,MEDIUM,sparse data (<30 violations),ADUGODI,police_station_mode,MEDIUM,19,19,LOW,0,23,2384,13,2,21,0.0076,cluster flagged for review,63,0.1111,0.2174,2.57,8,0.4444,0.6667,0.3333,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.667 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_986
C_982,12.960671761111112,77.57173920555555,18,4,SCOOTER,"SCOOTER:10,MOTOR CYCLE:5,OTHERS:2,TEMPO:1",V.V.PURAM (C.PET),"2nd Main Road, TP Kailasam Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",BTP212 - Minto Junction,0.0,1.0,2024-02-29 09:00:46+05:30,2024-03-11 10:32:46+05:30,4,3,9,Thursday,1,medium,1,9,8,0.4444,"[9, 1, 2]",Thursday,WEEKDAY,9.0,,09:00-11:00,01:00-03:00,0.8333,LOW,sparse data (<30 violations); few active days (<7),V.V.PURAM (C.PET),police_station_mode,MEDIUM,9,9,LOW,0,11,394,7,1,10,0.0457,cluster flagged for review,12,0.3333,0.1304,4.5,8,0.4444,0.0,1.0,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.444 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_982
C_0_29,12.980742427777777,77.57731987222222,18,3,MAXI-CAB,"MAXI-CAB:13,CAR:4,PASSENGER AUTO:1",HIGH GROUND,"Seshadri Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",BTP058 - Subbanna Junction,0.0,1.0,2023-11-15 05:17:46+05:30,2024-02-17 07:52:46+05:30,6,4,3,Sunday,1,medium,1,3,6,0.3333,"[3, 4, 7]",Sunday,MIXED,4.0,3.0,03:00-05:00,04:00-06:00,0.6667,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew,HIGH GROUND,police_station_mode,MEDIUM,15,15,MEDIUM,0,19,4200,13,6,11,0.0043,cluster flagged for review,95,0.0632,0.1739,3.0,6,0.3333,0.5,0.5,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.500 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_0_29
C_850,13.045390138888887,77.5081167,18,7,CAR,"CAR:6,MOTOR CYCLE:3,SCOOTER:3,OTHERS:2,PASSENGER AUTO:2,HGV:1,FACTORY BUS:1",CHIKKABANAVARA,"Mumbai Bengaluru Highway, Hesarughatta, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",No Junction,0.0,0.0,2023-11-26 02:42:46+05:30,2024-03-15 02:03:46+05:30,11,7,2,Sunday,1,medium,1,2,4,0.2222,"[2, 5, 4]",Sunday,MIXED,5.0,2.0,02:00-04:00,05:00-07:00,0.5556,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew,CHIKKABANAVARA,police_station_mode,MEDIUM,8,8,LOW,0,9,312,6,0,9,0.0577,cluster flagged for review,111,0.0991,0.3043,1.64,3,0.1667,0.5,0.5,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.500 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_850
C_968,12.884018544444444,77.59853852222221,18,3,SCOOTER,"SCOOTER:9,MOTOR CYCLE:8,MAXI-CAB:1",HULIMAVU,"BDA 80 Feet Road, Windchimes, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",No Junction,0.0,0.0,2024-02-24 08:05:46+05:30,2024-02-24 13:02:46+05:30,1,1,8,Saturday,1,medium,1,8,17,0.9444,"[8, 13]",Saturday,WEEKEND,,8.0,08:00-10:00,13:00-15:00,1.0,LOW,sparse data (<30 violations); few active days (<7),HULIMAVU,police_station_mode,MEDIUM,18,18,LOW,0,21,1677,10,5,15,0.0107,cluster flagged for review,1,1.0,0.0435,18.0,18,1.0,1.0,0.0,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=1.000 (>=0.45),sparse violations (<30); very few active days (<7); very short observation span (<=7 days); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_968
C_774,12.871588405555555,77.53886940555556,18,4,CAR,"CAR:11,PASSENGER AUTO:5,MOTOR CYCLE:1,MAXI-CAB:1",THALAGATTAPURA,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",No Junction,0.0,0.0,2023-11-21 10:52:46+05:30,2024-02-03 12:33:46+05:30,8,6,6,Saturday,2,medium,1,6,6,0.3333,"[6, 10, 11]",Saturday,MIXED,6.0,10.0,06:00-08:00,10:00-12:00,0.7778,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew,THALAGATTAPURA,police_station_mode,MEDIUM,4,4,LOW,0,5,271,3,1,4,0.0664,cluster flagged for review,75,0.1067,0.2609,2.25,3,0.1667,0.6111,0.3889,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.611 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_774
C_893,13.184004783333332,77.68682133333334,18,3,CAR,"CAR:15,MAXI-CAB:2,SCOOTER:1",CHIKKAJALA,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",No Junction,0.0,0.0,2023-11-19 03:47:46+05:30,2024-02-04 02:30:46+05:30,8,6,4,Thursday,1,medium,1,4,8,0.4444,"[4, 5, 3]",Thursday,WEEKDAY,4.0,4.0,04:00-06:00,05:00-07:00,0.8333,MEDIUM,sparse data (<30 violations),CHIKKAJALA,police_station_mode,MEDIUM,15,15,HIGH,0,17,6107,9,3,14,0.0029,cluster flagged for review,78,0.1026,0.2609,2.25,6,0.3333,0.3333,0.6667,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=8, violations=18 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_893
C_888,12.987295643484977,77.6038791887927,18,4,PASSENGER AUTO,"PASSENGER AUTO:8,SCOOTER:6,CAR:3,LGV:1",SHIVAJINAGAR,"Broadway Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)",No Junction,0.0,0.0,2023-12-08 02:58:46+05:30,2024-03-24 09:59:46+05:30,9,9,11,Monday,1,medium,1,11,9,0.5,"[11, 3, 12]",Monday,WEEKDAY,11.0,3.0,11:00-13:00,03:00-05:00,0.7778,MEDIUM,sparse data (<30 violations),SHIVAJINAGAR,police_station_mode,MEDIUM,30,30,CRITICAL,0,35,27458,21,9,24,0.0007,cluster flagged for review,108,0.0833,0.3913,2.0,10,0.5556,0.1111,0.8889,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"top_day_share=0.556 (>=0.35, single-day burst)",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_888
C_416,13.047351822222224,77.57169514444446,18,2,CAR,"CAR:17,LGV:1",KODIGEHALLI,"Outer Ring Road, Whispering Meadows, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",No Junction,0.0,0.0,2023-11-16 11:45:46+05:30,2024-02-06 02:54:46+05:30,4,4,2,Saturday,2,medium,1,2,11,0.6111,"[2, 6, 11]",Saturday,MIXED,6.0,2.0,02:00-04:00,06:00-08:00,1.0,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew,KODIGEHALLI,police_station_mode,MEDIUM,28,28,HIGH,0,33,8738,15,10,21,0.0021,cluster flagged for review,83,0.0482,0.1739,4.5,10,0.5556,0.5556,0.4444,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.556 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_416
C_410,12.968587294444443,77.60139302777777,18,6,SCOOTER,"SCOOTER:7,MOTOR CYCLE:4,CAR:4,LGV:1,VAN:1,MAXI-CAB:1",ASHOK NAGAR,"Field Marshal KM Cariappa Road, Prestige Towers, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)","BTP099 - Cash Pharmacy, Residency Road",0.0,1.0,2023-11-16 09:07:46+05:30,2024-03-20 12:35:46+05:30,9,7,5,Thursday,1,medium,1,5,5,0.2778,"[5, 7, 4]",Thursday,WEEKDAY,7.0,5.0,05:00-07:00,07:00-09:00,0.6667,MEDIUM,sparse data (<30 violations),ASHOK NAGAR,police_station_mode,MEDIUM,21,21,MEDIUM,0,24,2968,10,7,17,0.0061,cluster flagged for review,126,0.0714,0.3043,2.0,5,0.2778,0.1667,0.8333,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=9, violations=18 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_410
C_802,13.026919616666667,77.5438647888889,18,5,CAR,"CAR:8,MOTOR CYCLE:5,TEMPO:2,SCOOTER:2,MAXI-CAB:1",YESHWANTHPURA,"2nd Cross Road, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",No Junction,0.0,0.0,2023-11-18 03:52:46+05:30,2024-02-24 12:05:46+05:30,8,6,12,Saturday,1,medium,1,12,11,0.6111,"[12, 3, 6]",Saturday,MIXED,12.0,12.0,12:00-14:00,03:00-05:00,0.8333,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew,YESHWANTHPURA,police_station_mode,MEDIUM,15,15,LOW,0,17,1797,10,5,12,0.01,cluster flagged for review,99,0.0808,0.2609,2.25,6,0.3333,0.5556,0.4444,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.556 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_802
C_331,12.983456499999999,77.61352473333334,18,3,CAR,"CAR:8,PASSENGER AUTO:6,SCOOTER:4",PULIKESHINAGAR(F.TOWN),"St John Road, Shree Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",No Junction,0.0,0.0,2023-11-14 07:48:46+05:30,2024-04-02 12:12:46+05:30,6,5,11,Tuesday,1,medium,1,11,9,0.5,"[11, 12, 7]",Tuesday,WEEKDAY,11.0,11.0,11:00-13:00,12:00-14:00,0.8333,LOW,sparse data (<30 violations); few active days (<7),PULIKESHINAGAR(F.TOWN),police_station_mode,MEDIUM,26,26,MEDIUM,0,29,3110,13,8,21,0.0058,cluster flagged for review,141,0.0426,0.2174,3.0,6,0.3333,0.0556,0.9444,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"sparse/low-signal cluster; active_days=6, violations=18 — treat as responsive until more data",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_331
C_273,12.893947308048235,77.65695708271987,18,8,CAR,"CAR:7,SCOOTER:4,MOTOR CYCLE:2,OTHERS:1,HGV:1,PASSENGER AUTO:1,LORRY/GOODS VEHICLE:1,MOPED:1",ELECTRONIC CITY,"Haralur Road, Birla Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",No Junction,0.0,0.0,2023-11-13 07:50:46+05:30,2024-03-25 02:04:46+05:30,11,10,7,Monday,1,medium,1,7,4,0.2222,"[7, 11, 10]",Monday,WEEKDAY,7.0,11.0,07:00-09:00,11:00-13:00,0.5556,MEDIUM,sparse data (<30 violations),ELECTRONIC CITY,police_station_mode,MEDIUM,17,17,MEDIUM,0,22,3309,11,6,15,0.0054,cluster flagged for review,134,0.0821,0.4348,1.64,6,0.3333,0.1667,0.8333,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=11, violations=18 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_273
C_825,12.881575461111112,77.64428518333334,18,1,CAR,CAR:18,HULIMAVU,"Hosur Road, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",No Junction,0.0,0.0,2023-12-27 04:26:46+05:30,2024-03-17 05:59:46+05:30,3,3,5,Sunday,1,medium,1,5,15,0.8333,"[5, 4, 2]",Sunday,WEEKEND,4.0,5.0,05:00-07:00,04:00-06:00,1.0,LOW,sparse data (<30 violations); few active days (<7),HULIMAVU,police_station_mode,MEDIUM,18,18,LOW,0,21,1677,10,5,15,0.0107,cluster flagged for review,82,0.0366,0.1304,6.0,15,0.8333,0.8333,0.1667,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.833 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_825
C_148,13.02133607777778,77.63894145555557,18,4,SCOOTER,"SCOOTER:13,MOTOR CYCLE:3,PASSENGER AUTO:1,MAXI-CAB:1",BANASWADI,"4th Cross Road, Block 2, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",No Junction,0.0,0.0,2023-11-11 09:45:46+05:30,2024-02-25 08:56:46+05:30,13,9,9,Monday,1,medium,1,9,7,0.3889,"[9, 10, 8]",Monday,MIXED,9.0,9.0,09:00-11:00,10:00-12:00,0.7778,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew,BANASWADI,police_station_mode,MEDIUM,15,15,LOW,0,16,1530,8,3,13,0.0118,cluster flagged for review,107,0.1215,0.3913,1.38,4,0.2222,0.5,0.5,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.500 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_148
C_930,12.986649933333334,77.7334128,18,2,MOTOR CYCLE,"MOTOR CYCLE:12,SCOOTER:6",WHITEFIELD,"Pattandur Agrahara Road, Harman Campus, EOIZ Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",No Junction,0.0,0.0,2024-01-05 03:46:46+05:30,2024-02-01 12:13:46+05:30,5,3,4,Friday,1,medium,1,4,10,0.5556,"[4, 3, 10]",Friday,WEEKDAY,4.0,,04:00-06:00,03:00-05:00,0.8889,LOW,sparse data (<30 violations); few active days (<7),WHITEFIELD,police_station_mode,MEDIUM,17,17,LOW,0,19,1388,9,3,16,0.013,cluster flagged for review,28,0.1786,0.1304,3.6,7,0.3889,0.0,1.0,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.389 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_930
C_599,13.036094144444444,77.73665927777778,18,3,SCOOTER,"SCOOTER:9,MOTOR CYCLE:7,CAR:2",K.R. PURA,"MBT Road, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)",No Junction,0.0556,0.0,2023-11-25 12:03:46+05:30,2024-02-14 13:08:46+05:30,4,4,3,Saturday,1,medium,1,3,9,0.5,"[3, 11, 9]",Saturday,WEEKEND,13.0,3.0,03:00-05:00,11:00-13:00,0.8889,LOW,sparse data (<30 violations); few active days (<7),K.R. PURA,police_station_mode,MEDIUM,10,10,HIGH,0,14,5830,11,4,10,0.0031,cluster flagged for review,82,0.0488,0.1739,4.5,15,0.8333,0.9444,0.0556,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.944 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_599
C_550,13.01596872222222,77.54376197777779,18,7,CAR,"CAR:9,SCOOTER:3,MOTOR CYCLE:2,VAN:1,GOODS AUTO:1,LGV:1,HGV:1",RAJAJINAGAR,"Shankara Nagar Main Road, Railway House BDG Society, Shankar Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",No Junction,0.0,0.0,2023-11-17 03:52:46+05:30,2024-04-08 06:33:46+05:30,17,13,4,Thursday,1,medium,1,4,5,0.2778,"[4, 3, 2]",Thursday,WEEKDAY,4.0,2.0,04:00-06:00,03:00-05:00,0.6111,MEDIUM,sparse data (<30 violations),RAJAJINAGAR,police_station_mode,MEDIUM,35,35,HIGH,0,46,6236,30,12,32,0.0029,cluster flagged for review,144,0.1181,0.5652,1.06,2,0.1111,0.0556,0.9444,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=17, violations=18 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_550
C_709,12.979800077777776,77.51057134444444,18,5,CAR,"CAR:12,MOTOR CYCLE:2,PASSENGER AUTO:2,MAXI-CAB:1,LGV:1",JNANABHARATHI,"Sri Annapoorneshwari Temple Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",No Junction,0.2222,0.0,2023-12-02 09:40:46+05:30,2024-03-18 13:10:46+05:30,12,11,11,Wednesday,1,medium,1,11,4,0.2222,"[11, 6, 13]",Wednesday,MIXED,11.0,6.0,11:00-13:00,06:00-08:00,0.5,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew,JNANABHARATHI,police_station_mode,MEDIUM,4,4,LOW,0,4,600,2,1,3,0.03,cluster flagged for review,108,0.1111,0.4783,1.5,4,0.2222,0.3889,0.6111,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=12, violations=18 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_709
C_711,13.035756688888888,77.73525302222222,18,6,CAR,"CAR:9,MOTOR CYCLE:3,SCOOTER:2,LGV:2,TANKER:1,HGV:1",K.R. PURA,"Rampura Main Road, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)",No Junction,0.7778,0.0,2023-12-07 07:20:46+05:30,2024-03-28 10:21:46+05:30,8,8,11,Thursday,1,medium,1,11,7,0.3889,"[11, 7, 13]",Wednesday,WEEKDAY,11.0,5.0,11:00-13:00,07:00-09:00,0.7778,MEDIUM,sparse data (<30 violations),K.R. PURA,police_station_mode,MEDIUM,10,10,HIGH,0,14,5830,11,4,10,0.0031,cluster flagged for review,113,0.0708,0.3478,2.25,4,0.2222,0.0556,0.9444,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=8, violations=18 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_711
C_892,12.955691061111112,77.72095775,18,6,CAR,"CAR:7,MOTOR CYCLE:3,PASSENGER AUTO:3,SCOOTER:2,TEMPO:2,VAN:1",WHITEFIELD,"Sri Tirumalaraya Swamy Temple Road, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",No Junction,0.0,0.0,2023-11-14 04:20:46+05:30,2024-04-08 10:38:46+05:30,9,7,2,Thursday,1,medium,1,2,6,0.3333,"[2, 4, 10]",Thursday,WEEKDAY,2.0,2.0,02:00-04:00,04:00-06:00,0.7222,MEDIUM,sparse data (<30 violations),WHITEFIELD,police_station_mode,MEDIUM,17,17,LOW,0,19,1388,9,3,16,0.013,cluster flagged for review,147,0.0612,0.3043,2.0,5,0.2778,0.1667,0.8333,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=9, violations=18 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_892
C_586,12.976621894117647,77.54868384117648,17,6,PASSENGER AUTO,"PASSENGER AUTO:6,SCOOTER:4,LORRY/GOODS VEHICLE:3,MAXI-CAB:2,PRIVATE BUS:1,CAR:1",MAGADI ROAD,"Pramukh Swami Maharaj Road, Shri Balagangadharanath Swamiji Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",BTP069 - MC Circle,0.0,1.0,2023-11-15 02:34:46+05:30,2024-04-06 08:34:46+05:30,12,9,11,Saturday,1,medium,1,11,4,0.2353,"[11, 10, 0]",Saturday,MIXED,0.0,11.0,11:00-13:00,10:00-12:00,0.5294,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew,MAGADI ROAD,police_station_mode,MEDIUM,37,37,HIGH,0,40,7483,22,10,30,0.0023,cluster flagged for review,144,0.0833,0.3913,1.42,5,0.2941,0.5882,0.4118,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.588 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_586
C_999,13.045264705882353,77.50846767058823,17,6,MOTOR CYCLE,"MOTOR CYCLE:7,SCOOTER:6,TEMPO:1,CAR:1,VAN:1,PASSENGER AUTO:1",CHIKKABANAVARA,"Mumbai Bengaluru Highway, Hesarughatta, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",No Junction,0.0,0.0,2024-02-22 11:19:46+05:30,2024-03-16 07:51:46+05:30,5,2,7,Saturday,1,medium,1,7,7,0.4118,"[7, 5, 6]",Saturday,MIXED,5.0,7.0,07:00-09:00,05:00-07:00,0.9412,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew,CHIKKABANAVARA,police_station_mode,MEDIUM,9,9,LOW,0,9,312,6,0,9,0.0545,cluster flagged for review,24,0.2083,0.087,3.4,7,0.4118,0.5294,0.4706,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.529 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_999
