cluster_id,total_violations,active_days,active_weeks,observation_span_days,recurrence_rate_days,week_coverage_rate,avg_violations_per_active_day,max_daily_violations,top_day_share,weekend_share,weekday_share,peak_hour,peak_hour_share,temporal_concentration_score,assigned_station,station_priority_band,cluster_quality,needs_manual_review,hotspot_type,needs_review_flag,deployment_readiness,review_reason,primary_behavior_signal,behavior_signal_strength,recommended_action,classification_confidence,m4_reason,m4_notes
C_821,25,12,9,98,0.1224,0.3913,2.08,3,0.12,0.04,0.96,3,0.4,0.76,MAGADI ROAD,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=12, violations=25 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_567,25,15,13,138,0.1087,0.5652,1.67,4,0.16,0.4,0.6,4,0.28,0.64,RAJAJINAGAR,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=15, violations=25 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_395,25,6,5,110,0.0545,0.2174,4.17,11,0.44,0.08,0.92,7,0.52,1.0,HULIMAVU,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.440 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_613,25,6,5,115,0.0522,0.2174,4.17,8,0.32,0.32,0.68,11,0.32,0.8,K.G. HALLI,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"sparse/low-signal cluster; active_days=6, violations=25 — treat as responsive until more data",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_376,25,20,11,145,0.1379,0.4783,1.25,3,0.12,0.36,0.64,10,0.28,0.68,V.V.PURAM (C.PET),LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=20, violations=25 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_368,25,19,15,146,0.1301,0.6522,1.32,3,0.12,0.4,0.6,5,0.28,0.68,RAJAJINAGAR,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=19, violations=25 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_1005,25,4,2,10,0.4,0.087,6.25,9,0.36,0.0,1.0,3,0.44,0.92,MICO LAYOUT,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.360 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_110,25,11,8,138,0.0797,0.3478,2.27,5,0.2,0.24,0.76,4,0.2,0.52,YESHWANTHPURA,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=11, violations=25 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_0_11,24,14,9,147,0.0952,0.3913,1.71,5,0.2083,0.3333,0.6667,7,0.2917,0.625,HALASURU GATE,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=14, violations=24 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_437,24,13,11,144,0.0903,0.4783,1.85,5,0.2083,0.125,0.875,3,0.25,0.625,BELLANDUR,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=13, violations=24 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_764,24,3,2,87,0.0345,0.087,8.0,17,0.7083,0.0,1.0,3,0.5,0.9583,R.T. NAGAR,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.708 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_934,24,3,3,85,0.0353,0.1304,8.0,22,0.9167,0.0,1.0,11,0.5417,0.9167,MALLESHWARAM,CRITICAL,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.917 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_534,24,5,5,140,0.0357,0.2174,4.8,8,0.3333,0.3333,0.6667,2,0.75,1.0,JAYANAGARA,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"sparse/low-signal cluster; active_days=5, violations=24 — treat as responsive until more data",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_25,24,7,6,95,0.0737,0.2609,3.43,10,0.4167,0.0,1.0,11,0.375,0.7917,CUBBON PARK,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"top_day_share=0.417 (>=0.35, single-day burst)",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_227,24,19,14,149,0.1275,0.6087,1.26,5,0.2083,0.2083,0.7917,9,0.25,0.5417,WILSON GARDEN,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=19, violations=24 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_514,24,11,8,141,0.078,0.3478,2.18,6,0.25,0.5833,0.4167,7,0.3333,0.8333,MAHADEVAPURA,HIGH,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.583 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_852,24,3,3,90,0.0333,0.1304,8.0,15,0.625,0.0,1.0,4,0.5,0.9167,WHITEFIELD,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.625 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_300,24,12,8,141,0.0851,0.3478,2.0,5,0.2083,0.125,0.875,3,0.2917,0.6667,MICO LAYOUT,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=12, violations=24 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_706,24,14,10,121,0.1157,0.4348,1.71,4,0.1667,0.0417,0.9583,7,0.25,0.5417,PULIKESHINAGAR(F.TOWN),MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=14, violations=24 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_344,24,15,12,146,0.1027,0.5217,1.6,4,0.1667,0.2917,0.7083,11,0.375,0.75,SADASHIVANAGAR,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=15, violations=24 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_0_25,24,16,12,142,0.1127,0.5217,1.5,3,0.125,0.3333,0.6667,9,0.2083,0.5,UPPARPET,CRITICAL,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=16, violations=24 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_989,24,3,2,24,0.125,0.087,8.0,19,0.7917,0.0,1.0,8,0.9167,1.0,JEEVANBHEEMANAGAR,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.792 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_1009,24,4,3,56,0.0714,0.1304,6.0,11,0.4583,0.0833,0.9167,7,0.5417,0.9583,SADASHIVANAGAR,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.458 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_905,24,7,5,56,0.125,0.2174,3.43,6,0.25,0.125,0.875,10,0.25,0.6667,YESHWANTHPURA,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=7, violations=24 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_651,24,12,10,128,0.0938,0.4348,2.0,4,0.1667,0.3333,0.6667,10,0.2917,0.7083,VIJAYANAGARA,CRITICAL,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=12, violations=24 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_638,24,10,9,136,0.0735,0.3913,2.4,6,0.25,0.0833,0.9167,2,0.5417,0.875,MICO LAYOUT,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=10, violations=24 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_960,24,9,6,149,0.0604,0.2609,2.67,8,0.3333,0.1667,0.8333,10,0.375,0.8333,BANASWADI,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=9, violations=24 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_0_16,24,15,11,145,0.1034,0.4783,1.6,3,0.125,0.4583,0.5417,9,0.2083,0.5417,CITY MARKET,CRITICAL,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.458 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_624,23,14,12,122,0.1148,0.5217,1.64,5,0.2174,0.3478,0.6522,7,0.3478,0.7391,BELLANDUR,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=14, violations=23 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_701,23,18,13,126,0.1429,0.5652,1.28,2,0.087,0.2174,0.7826,8,0.2609,0.5217,RAJAJINAGAR,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=18, violations=23 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_688,23,12,12,120,0.1,0.5217,1.92,5,0.2174,0.4783,0.5217,6,0.2174,0.4783,HALASUR,MEDIUM,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.478 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_964,23,4,3,44,0.0909,0.1304,5.75,11,0.4783,0.0435,0.9565,4,0.4783,0.9565,MAGADI ROAD,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.478 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_0_51,23,15,12,118,0.1271,0.5217,1.53,3,0.1304,0.087,0.913,4,0.2609,0.6957,UPPARPET,CRITICAL,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=15, violations=23 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_525,23,7,7,138,0.0507,0.3043,3.29,8,0.3478,0.2609,0.7391,11,0.3913,1.0,BASAVANAGUDI,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=7, violations=23 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_553,23,2,2,108,0.0185,0.087,11.5,17,0.7391,0.0,1.0,7,0.7391,1.0,BANASWADI,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.739 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_600,23,6,6,137,0.0438,0.2609,3.83,8,0.3478,0.6522,0.3478,12,0.6957,1.0,PULIKESHINAGAR(F.TOWN),MEDIUM,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.652 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_549,23,11,9,138,0.0797,0.3913,2.09,4,0.1739,0.1304,0.8696,3,0.8696,1.0,J.P. NAGAR,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=11, violations=23 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_942,23,6,6,60,0.1,0.2609,3.83,15,0.6522,0.913,0.087,17,0.5652,0.7826,ASHOK NAGAR,MEDIUM,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.913 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_527,23,13,11,124,0.1048,0.4783,1.77,4,0.1739,0.3478,0.6522,4,0.1739,0.4783,ADUGODI,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=13, violations=23 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_907,23,6,4,69,0.087,0.1739,3.83,6,0.2609,0.087,0.913,2,1.0,1.0,ASHOK NAGAR,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"sparse/low-signal cluster; active_days=6, violations=23 — treat as responsive until more data",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_911,23,17,7,66,0.2576,0.3043,1.35,3,0.1304,0.2609,0.7391,6,0.2174,0.6522,MAGADI ROAD,HIGH,medium,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,MEDIUM,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",MEDIUM,"recurrence_rate=0.258, active_weeks=7 [rule B: rate>=0.25 AND >=6 weeks]",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_608,23,4,4,120,0.0333,0.1739,5.75,11,0.4783,0.5652,0.4348,11,0.3043,0.7391,BASAVANAGUDI,MEDIUM,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.565 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_610,23,5,5,98,0.051,0.2174,4.6,10,0.4348,0.2609,0.7391,7,0.3043,0.7826,HEBBALA,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.435 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_430,23,8,8,119,0.0672,0.3478,2.88,11,0.4783,0.2174,0.7826,4,0.6957,0.913,BELLANDUR,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"top_day_share=0.478 (>=0.35, single-day burst)",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_470,23,18,13,128,0.1406,0.5652,1.28,3,0.1304,0.5217,0.4783,5,0.3478,0.6522,WILSON GARDEN,LOW,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.522 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_459,23,13,9,135,0.0963,0.3913,1.77,4,0.1739,0.4348,0.5652,2,0.3043,0.6957,ASHOK NAGAR,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=13, violations=23 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_776,23,9,7,111,0.0811,0.3043,2.56,7,0.3043,0.0435,0.9565,3,0.3478,0.7826,HAL OLD AIRPORT,CRITICAL,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=9, violations=23 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_462,23,14,11,136,0.1029,0.4783,1.64,2,0.087,0.4348,0.5652,1,0.3043,0.6087,BYATARAYANAPURA,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=14, violations=23 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_981,23,6,4,23,0.2609,0.1739,3.83,8,0.3478,0.3478,0.6522,4,0.3043,0.7826,JEEVANBHEEMANAGAR,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"sparse/low-signal cluster; active_days=6, violations=23 — treat as responsive until more data",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_314,23,16,13,145,0.1103,0.5652,1.44,5,0.2174,0.6087,0.3913,5,0.3043,0.6522,MAGADI ROAD,HIGH,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.609 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_874,23,6,3,24,0.25,0.1304,3.83,7,0.3043,0.1304,0.8696,4,0.3043,0.6957,BASAVANAGUDI,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"sparse/low-signal cluster; active_days=6, violations=23 — treat as responsive until more data",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_207,23,10,8,146,0.0685,0.3478,2.3,9,0.3913,0.6522,0.3478,6,0.2174,0.5217,J.P. NAGAR,LOW,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.652 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_275,23,5,5,139,0.036,0.2174,4.6,18,0.7826,0.087,0.913,11,0.4348,0.913,HIGH GROUND,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.783 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_998,23,1,1,1,1.0,0.0435,23.0,23,1.0,0.0,1.0,5,1.0,1.0,KODIGEHALLI,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=1.000 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); very short observation span (<=7 days); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_978,23,6,3,16,0.375,0.1304,3.83,7,0.3043,0.087,0.913,8,0.3913,0.8261,V.V.PURAM (C.PET),LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"sparse/low-signal cluster; active_days=6, violations=23 — treat as responsive until more data",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_859,23,9,6,94,0.0957,0.2609,2.56,7,0.3043,0.3043,0.6957,2,0.5217,1.0,SHIVAJINAGAR,CRITICAL,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=9, violations=23 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_27_9,23,6,6,134,0.0448,0.2609,3.83,11,0.4783,0.8261,0.1739,11,0.4348,0.8261,SHIVAJINAGAR,CRITICAL,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.826 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
