cluster_id,centroid_lat,centroid_lng,violation_count,unique_vehicle_types,dominant_vehicle_type,vehicle_mix,vehicle_mix_json,police_station_mode,location_mode,junction_name_mode,junction_flag_rate,has_junction_name_rate,first_seen_ist,last_seen_ist,active_days,active_weeks,peak_hour_basic,peak_day_basic,h3_cells_count,cluster_quality,needs_manual_review
C_452,12.9611919,77.63606927948719,39,6,CAR,"CAR:18,SCOOTER:8,MOTOR CYCLE:8,MAXI-CAB:3,PASSENGER AUTO:1,LORRY/GOODS VEHICLE:1","{""CAR"": 18, ""SCOOTER"": 8, ""MOTOR CYCLE"": 8, ""MAXI-CAB"": 3, ""PASSENGER AUTO"": 1, ""LORRY/GOODS VEHICLE"": 1}",HALASUR,"Kempegowda Road, Attimaramma Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)","BTP145 - Sri Hatti Maramma Circle, Domluru",0.0,1.0,2023-11-18 04:53:46+05:30,2024-04-08 09:16:46+05:30,15,12,4,Saturday,1,medium,0
C_609,12.907958055569715,77.53278456676374,39,3,MOPED,"MOPED:22,MOTOR CYCLE:12,SCOOTER:5","{""MOPED"": 22, ""MOTOR CYCLE"": 12, ""SCOOTER"": 5}",K.S. LAYOUT,"4th Main Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",No Junction,0.0,0.0,2023-11-16 05:57:46+05:30,2024-03-30 06:31:46+05:30,18,11,5,Thursday,1,medium,0
C_588,12.925154192307692,77.63457834615386,39,5,CAR,"CAR:24,MAXI-CAB:10,PASSENGER AUTO:3,SCOOTER:1,MOTOR CYCLE:1","{""CAR"": 24, ""MAXI-CAB"": 10, ""PASSENGER AUTO"": 3, ""SCOOTER"": 1, ""MOTOR CYCLE"": 1}",ADUGODI,"Sarjapur Marathahalli Road, SBI Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",No Junction,0.0,0.0,2023-11-25 05:47:46+05:30,2024-04-02 07:56:46+05:30,15,10,2,Saturday,2,medium,0
C_729,12.964115987179488,77.5502744,39,4,SCOOTER,"SCOOTER:21,PASSENGER AUTO:10,CAR:7,GOODS AUTO:1","{""SCOOTER"": 21, ""PASSENGER AUTO"": 10, ""CAR"": 7, ""GOODS AUTO"": 1}",MAGADI ROAD,"C Chowdappa Main Road, Hoshalli, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)",No Junction,0.0,0.0,2023-12-09 06:01:46+05:30,2024-04-04 14:05:46+05:30,28,14,10,Sunday,1,medium,0
C_386,12.926339325641026,77.58421148461538,39,5,CAR,"CAR:27,SCOOTER:7,LGV:2,MOTOR CYCLE:2,PASSENGER AUTO:1","{""CAR"": 27, ""SCOOTER"": 7, ""LGV"": 2, ""MOTOR CYCLE"": 2, ""PASSENGER AUTO"": 1}",JAYANAGARA,"33rd Cross Road, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)","BTP226 - 33rd Cross, 11th Main, Jayanagar",0.0,1.0,2023-11-15 11:32:46+05:30,2024-03-28 11:33:46+05:30,15,11,10,Monday,1,medium,0
C_274,12.946629288874917,77.69884926026786,39,5,CAR,"CAR:31,MOTOR CYCLE:3,MAXI-CAB:3,VAN:1,HGV:1","{""CAR"": 31, ""MOTOR CYCLE"": 3, ""MAXI-CAB"": 3, ""VAN"": 1, ""HGV"": 1}",HAL OLD AIRPORT,"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",No Junction,0.0,0.0,2023-11-13 07:59:46+05:30,2024-03-27 04:26:46+05:30,9,8,8,Monday,2,medium,0
C_309,12.921811084210526,77.58062441578944,38,6,SCOOTER,"SCOOTER:24,MOTOR CYCLE:7,PASSENGER AUTO:4,LGV:1,MOPED:1,CAR:1","{""SCOOTER"": 24, ""MOTOR CYCLE"": 7, ""PASSENGER AUTO"": 4, ""LGV"": 1, ""MOPED"": 1, ""CAR"": 1}",JAYANAGARA,"38th Cross Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)","BTP190 - 36th Cross, 4th Main, Jayanagar",0.0,1.0,2023-11-14 03:33:46+05:30,2024-03-10 05:17:46+05:30,6,6,3,Sunday,1,medium,0
C_727,12.96444332368421,77.54957305263159,38,8,SCOOTER,"SCOOTER:19,PASSENGER AUTO:5,MOTOR CYCLE:4,LGV:3,CAR:3,TEMPO:2,GOODS AUTO:1,LORRY/GOODS VEHICLE:1","{""SCOOTER"": 19, ""PASSENGER AUTO"": 5, ""MOTOR CYCLE"": 4, ""LGV"": 3, ""CAR"": 3, ""TEMPO"": 2, ""GOODS AUTO"": 1, ""LORRY/GOODS VEHICLE"": 1}",MAGADI ROAD,"C Chowdappa Main Road, Hoshalli, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)",No Junction,0.0,0.0,2023-12-09 05:05:46+05:30,2024-04-06 05:24:46+05:30,24,14,10,Sunday,2,medium,0
C_847,12.951670863157895,77.60795340263157,38,4,CAR,"CAR:19,PASSENGER AUTO:13,SCOOTER:5,GOODS AUTO:1","{""CAR"": 19, ""PASSENGER AUTO"": 13, ""SCOOTER"": 5, ""GOODS AUTO"": 1}",ASHOK NAGAR,"Anepalya Main Road, Muthanna Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",BTP132 - Anepalya Junction,0.0,1.0,2024-01-02 10:07:46+05:30,2024-03-26 12:37:46+05:30,15,8,10,Tuesday,1,medium,0
C_443,12.979291181578946,77.60223785526316,38,5,CAR,"CAR:16,PASSENGER AUTO:10,SCOOTER:8,MOTOR CYCLE:3,LGV:1","{""CAR"": 16, ""PASSENGER AUTO"": 10, ""SCOOTER"": 8, ""MOTOR CYCLE"": 3, ""LGV"": 1}",SHIVAJINAGAR,"Cubbon Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",BTP211 - Central Street Junction,0.0,1.0,2023-11-17 11:39:46+05:30,2024-04-05 11:34:46+05:30,16,12,6,Monday,1,medium,0
C_156,12.95142722368421,77.59070254210526,38,5,SCOOTER,"SCOOTER:19,CAR:8,PASSENGER AUTO:6,MOTOR CYCLE:4,MAXI-CAB:1","{""SCOOTER"": 19, ""CAR"": 8, ""PASSENGER AUTO"": 6, ""MOTOR CYCLE"": 4, ""MAXI-CAB"": 1}",WILSON GARDEN,"Kengal Hanumanthaiah Circle, Kengal Hanumanthaiah Circle, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",BTP121 - KH Circle,0.0,1.0,2023-11-11 10:42:46+05:30,2024-04-06 09:21:46+05:30,17,11,8,Friday,1,medium,0
C_61,13.050223515789476,77.49468129210528,38,7,CAR,"CAR:13,HGV:10,MOTOR CYCLE:6,SCOOTER:6,OTHERS:1,VAN:1,LORRY/GOODS VEHICLE:1","{""CAR"": 13, ""HGV"": 10, ""MOTOR CYCLE"": 6, ""SCOOTER"": 6, ""OTHERS"": 1, ""VAN"": 1, ""LORRY/GOODS VEHICLE"": 1}",CHIKKABANAVARA,"Mumbai Bengaluru Highway, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",No Junction,0.0,0.0,2023-11-10 11:57:46+05:30,2024-03-31 01:17:46+05:30,27,14,2,Tuesday,1,medium,0
C_10,12.915504568421051,77.57354718947367,38,4,SCOOTER,"SCOOTER:26,MOTOR CYCLE:8,PASSENGER AUTO:3,CAR:1","{""SCOOTER"": 26, ""MOTOR CYCLE"": 8, ""PASSENGER AUTO"": 3, ""CAR"": 1}",JAYANAGARA,"Konanakunte Main Road, Prestige Brooklyn Heights, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)","BTP117 - 9th Cross, Kanakapura Road",0.0,1.0,2023-11-10 03:27:46+05:30,2024-04-06 02:43:46+05:30,16,15,2,Saturday,2,medium,0
C_463,12.993435986486487,77.57406004324325,37,4,MOTOR CYCLE,"MOTOR CYCLE:17,SCOOTER:16,PASSENGER AUTO:2,CAR:2","{""MOTOR CYCLE"": 17, ""SCOOTER"": 16, ""PASSENGER AUTO"": 2, ""CAR"": 2}",SHESHADRIPURAM,"Sri Sri Sri Balagangadharanatha Swamy Road, Krishna Block, Malleshwaram, Bengaluru, Karnataka. Pin-560020 (India)",No Junction,0.0,0.0,2023-11-18 10:32:46+05:30,2024-04-08 03:45:46+05:30,11,9,3,Wednesday,1,medium,0
C_771,13.018793740540541,77.59222800810811,37,5,SCOOTER,"SCOOTER:19,MOTOR CYCLE:10,CAR:5,PASSENGER AUTO:2,JEEP:1","{""SCOOTER"": 19, ""MOTOR CYCLE"": 10, ""CAR"": 5, ""PASSENGER AUTO"": 2, ""JEEP"": 1}",R.T. NAGAR,"RT Nagar Main Road, Amale Layout, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",No Junction,0.0,0.0,2023-12-14 03:58:46+05:30,2024-01-13 04:50:46+05:30,6,3,4,Wednesday,1,medium,0
C_819,12.961536618918919,77.58391470270269,37,7,SCOOTER,"SCOOTER:16,MOTOR CYCLE:6,CAR:5,LGV:4,PASSENGER AUTO:3,TEMPO:2,HGV:1","{""SCOOTER"": 16, ""MOTOR CYCLE"": 6, ""CAR"": 5, ""LGV"": 4, ""PASSENGER AUTO"": 3, ""TEMPO"": 2, ""HGV"": 1}",HALASURU GATE,"New Mission Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)","BTP168 - MSR Building, JC Road",0.0,1.0,2023-12-25 12:10:46+05:30,2024-04-07 00:50:46+05:30,10,7,6,Thursday,1,medium,0
C_576,13.022092789189191,77.5329472189189,37,11,CAR,"CAR:10,LGV:7,LORRY/GOODS VEHICLE:4,TEMPO:4,HGV:3,MOTOR CYCLE:2,SCOOTER:2,PRIVATE BUS:2,MAXI-CAB:1,FACTORY BUS:1,PASSENGER AUTO:1","{""CAR"": 10, ""LGV"": 7, ""LORRY/GOODS VEHICLE"": 4, ""TEMPO"": 4, ""HGV"": 3, ""MOTOR CYCLE"": 2, ""SCOOTER"": 2, ""PRIVATE BUS"": 2, ""MAXI-CAB"": 1, ""FACTORY BUS"": 1, ""PASSENGER AUTO"": 1}",RAJAJINAGAR,"Kanteerava Studio Road, FTI Junction, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",No Junction,0.0,0.0,2023-11-14 10:48:46+05:30,2024-04-08 11:41:46+05:30,28,15,6,Saturday,2,medium,0
C_55,12.909389473313338,77.54987393630641,37,6,MOPED,"MOPED:20,SCOOTER:6,MOTOR CYCLE:5,CAR:4,OTHERS:1,LORRY/GOODS VEHICLE:1","{""MOPED"": 20, ""SCOOTER"": 6, ""MOTOR CYCLE"": 5, ""CAR"": 4, ""OTHERS"": 1, ""LORRY/GOODS VEHICLE"": 1}",K.S. LAYOUT,"Subramanyapura Main Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)",No Junction,0.0,0.0,2023-11-10 11:19:46+05:30,2024-03-28 11:48:46+05:30,7,7,14,Friday,2,medium,0
C_90,12.961939413513512,77.58929313783784,37,7,MAXI-CAB,"MAXI-CAB:14,CAR:12,PASSENGER AUTO:7,TEMPO:1,GOODS AUTO:1,LGV:1,JEEP:1","{""MAXI-CAB"": 14, ""CAR"": 12, ""PASSENGER AUTO"": 7, ""TEMPO"": 1, ""GOODS AUTO"": 1, ""LGV"": 1, ""JEEP"": 1}",HALASURU GATE,"Lalbagh Main Road, Purva Orient Grand, CKC Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",BTP180 - Swagath Poornima Theatre,0.0,1.0,2023-11-11 03:16:46+05:30,2024-03-27 02:59:46+05:30,25,17,3,Friday,2,medium,0
C_944,13.05010861891892,77.63023667027028,37,2,MOTOR CYCLE,"MOTOR CYCLE:24,SCOOTER:13","{""MOTOR CYCLE"": 24, ""SCOOTER"": 13}",HENNURU,"Thanisandra Main Road, Aswath Nagar Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",No Junction,0.0,0.0,2024-02-06 13:49:46+05:30,2024-04-07 14:10:46+05:30,4,4,15,Tuesday,1,medium,0
C_813,13.066921327777777,77.59429515833332,36,2,SCOOTER,"SCOOTER:23,MOTOR CYCLE:13","{""SCOOTER"": 23, ""MOTOR CYCLE"": 13}",HEBBALA,"Amruthahalli Main Road, Park View Layout, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",No Junction,0.0,0.0,2023-12-19 08:38:46+05:30,2023-12-31 05:52:46+05:30,3,2,5,Sunday,1,medium,0
C_704,13.068802377777779,77.62591023333333,36,3,SCOOTER,"SCOOTER:18,MOTOR CYCLE:13,CAR:5","{""SCOOTER"": 18, ""MOTOR CYCLE"": 13, ""CAR"": 5}",HENNURU,"80 Feet Road, Corona Apartments, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",No Junction,0.0,0.0,2023-12-07 02:20:46+05:30,2024-04-05 10:09:46+05:30,7,5,13,Thursday,1,medium,0
C_449,12.961363216666664,77.63654709722222,36,5,SCOOTER,"SCOOTER:17,MOTOR CYCLE:7,PASSENGER AUTO:6,CAR:5,MOPED:1","{""SCOOTER"": 17, ""MOTOR CYCLE"": 7, ""PASSENGER AUTO"": 6, ""CAR"": 5, ""MOPED"": 1}",HALASUR,"Old Airport Road, Attimaramma Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)","BTP145 - Sri Hatti Maramma Circle, Domluru",0.0,1.0,2023-11-18 04:03:46+05:30,2024-03-19 07:10:46+05:30,18,13,3,Saturday,2,medium,0
C_441,12.976156991666667,77.53133836111112,36,6,SCOOTER,"SCOOTER:19,CAR:7,MOTOR CYCLE:6,PASSENGER AUTO:2,LGV:1,JEEP:1","{""SCOOTER"": 19, ""CAR"": 7, ""MOTOR CYCLE"": 6, ""PASSENGER AUTO"": 2, ""LGV"": 1, ""JEEP"": 1}",VIJAYANAGARA,"60 Feet Road, Prasanthnagar Circle, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)",BTP214 - 5th Main Chamrajpet  Junction,0.0,1.0,2023-11-17 06:54:46+05:30,2024-03-14 02:40:46+05:30,12,9,12,Wednesday,1,medium,0
C_970,12.910650697222227,77.57360226111112,36,5,GOODS AUTO,"GOODS AUTO:29,CAR:2,LGV:2,TEMPO:2,MOTOR CYCLE:1","{""GOODS AUTO"": 29, ""CAR"": 2, ""LGV"": 2, ""TEMPO"": 2, ""MOTOR CYCLE"": 1}",J.P. NAGAR,"9th B Cross Road, SBI Colony, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)","BTP117 - 9th Cross, Kanakapura Road",0.0,1.0,2024-02-25 02:38:46+05:30,2024-03-28 02:50:46+05:30,8,4,3,Saturday,1,medium,0
C_131,12.961422316666665,77.6351682277778,36,11,CAR,"CAR:9,VAN:4,MOTOR CYCLE:4,PASSENGER AUTO:4,MAXI-CAB:3,TEMPO:3,JEEP:3,SCOOTER:2,LGV:2,TANKER:1,TRACTOR:1","{""CAR"": 9, ""VAN"": 4, ""MOTOR CYCLE"": 4, ""PASSENGER AUTO"": 4, ""MAXI-CAB"": 3, ""TEMPO"": 3, ""JEEP"": 3, ""SCOOTER"": 2, ""LGV"": 2, ""TANKER"": 1, ""TRACTOR"": 1}",HALASUR,"Old Airport Road, Attimaramma Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)","BTP145 - Sri Hatti Maramma Circle, Domluru",0.0,1.0,2023-11-11 07:39:46+05:30,2024-04-06 02:17:46+05:30,13,9,3,Sunday,1,medium,0
C_366,12.820059386111112,77.68765672499998,36,3,SCOOTER,"SCOOTER:20,MOTOR CYCLE:10,CAR:6","{""SCOOTER"": 20, ""MOTOR CYCLE"": 10, ""CAR"": 6}",ELECTRONIC CITY,"Hosur Road, Sattva Texonic, Bommasandra Industrial Area, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",No Junction,0.0,0.0,2023-11-15 04:37:46+05:30,2024-02-15 10:16:46+05:30,8,6,9,Friday,1,medium,0
C_348,13.098269552777777,77.5983896388889,36,11,MOTOR CYCLE,"MOTOR CYCLE:7,SCOOTER:7,OTHERS:6,HGV:4,CAR:3,LGV:3,LORRY/GOODS VEHICLE:2,TANKER:1,PASSENGER AUTO:1,MOPED:1,VAN:1","{""MOTOR CYCLE"": 7, ""SCOOTER"": 7, ""OTHERS"": 6, ""HGV"": 4, ""CAR"": 3, ""LGV"": 3, ""LORRY/GOODS VEHICLE"": 2, ""TANKER"": 1, ""PASSENGER AUTO"": 1, ""MOPED"": 1, ""VAN"": 1}",YELAHANKA,"Raithara Santhe Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",No Junction,0.0,0.0,2023-11-14 10:57:46+05:30,2024-03-21 11:06:46+05:30,20,11,4,Tuesday,1,medium,0
C_994,12.968895361111112,77.57705850833334,36,6,MOPED,"MOPED:13,SCOOTER:13,MOTOR CYCLE:4,GOODS AUTO:3,LGV:2,CAR:1","{""MOPED"": 13, ""SCOOTER"": 13, ""MOTOR CYCLE"": 4, ""GOODS AUTO"": 3, ""LGV"": 2, ""CAR"": 1}",CITY MARKET,"Old Tharagupete Cross Road, Suraj Junction, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",No Junction,0.0,0.0,2024-01-09 03:03:46+05:30,2024-04-07 07:16:46+05:30,11,5,8,Monday,1,medium,0
C_742,12.96858902857143,77.70106434,35,5,SCOOTER,"SCOOTER:20,CAR:8,MOTOR CYCLE:5,GOODS AUTO:1,OTHERS:1","{""SCOOTER"": 20, ""CAR"": 8, ""MOTOR CYCLE"": 5, ""GOODS AUTO"": 1, ""OTHERS"": 1}",HAL OLD AIRPORT,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",No Junction,0.0,0.0,2023-12-10 06:51:46+05:30,2024-03-16 11:40:46+05:30,12,9,9,Tuesday,1,medium,0
C_398,12.996203965714287,77.61142769142856,35,4,SCOOTER,"SCOOTER:14,CAR:11,PASSENGER AUTO:9,MOTOR CYCLE:1","{""SCOOTER"": 14, ""CAR"": 11, ""PASSENGER AUTO"": 9, ""MOTOR CYCLE"": 1}",PULIKESHINAGAR(F.TOWN),"Saunders Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",No Junction,0.0,0.0,2023-11-14 03:03:46+05:30,2024-03-21 11:39:46+05:30,16,11,3,Thursday,1,medium,0
C_305,12.87591078285714,77.67139482857144,35,6,SCOOTER,"SCOOTER:19,MOTOR CYCLE:5,CAR:5,PASSENGER AUTO:4,LGV:1,MAXI-CAB:1","{""SCOOTER"": 19, ""MOTOR CYCLE"": 5, ""CAR"": 5, ""PASSENGER AUTO"": 4, ""LGV"": 1, ""MAXI-CAB"": 1}",ELECTRONIC CITY,"Amrutha College Road, Rayasandra Circle, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)",No Junction,0.0571,0.0,2023-11-14 03:15:46+05:30,2024-02-06 11:39:46+05:30,15,9,11,Tuesday,1,medium,0
C_634,12.935502314285714,77.60759420857141,35,5,SCOOTER,"SCOOTER:25,CAR:4,MOTOR CYCLE:4,LGV:1,PASSENGER AUTO:1","{""SCOOTER"": 25, ""CAR"": 4, ""MOTOR CYCLE"": 4, ""LGV"": 1, ""PASSENGER AUTO"": 1}",MICO LAYOUT,"Krishna Nagar Main Road, Chikka Lakshmaiah Layout, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",BTP136 - Hosur-Tavarkere Road Junction,0.0,1.0,2023-11-29 03:51:46+05:30,2024-03-20 11:44:46+05:30,9,7,2,Friday,1,medium,0
C_736,12.96108802,77.71656935428571,35,5,MAXI-CAB,"MAXI-CAB:12,CAR:12,PASSENGER AUTO:8,MOTOR CYCLE:2,SCOOTER:1","{""MAXI-CAB"": 12, ""CAR"": 12, ""PASSENGER AUTO"": 8, ""MOTOR CYCLE"": 2, ""SCOOTER"": 1}",HAL OLD AIRPORT,"ITPL Main Road, Nagappa Reddy Layout, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",No Junction,0.0,0.0,2023-12-09 10:49:46+05:30,2024-03-15 06:55:46+05:30,16,10,5,Friday,2,medium,0
C_77,12.930708565714287,77.63296740285713,35,4,CAR,"CAR:20,SCOOTER:9,MOTOR CYCLE:5,PASSENGER AUTO:1","{""CAR"": 20, ""SCOOTER"": 9, ""MOTOR CYCLE"": 5, ""PASSENGER AUTO"": 1}",ADUGODI,"Srinivagilu Main Road, Block 1, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",No Junction,0.0,0.0,2023-11-11 01:55:46+05:30,2024-04-07 12:46:46+05:30,9,6,8,Saturday,1,medium,0
C_680,12.914106451428573,77.58580598857141,35,5,CAR,"CAR:15,SCOOTER:12,MOTOR CYCLE:4,PASSENGER AUTO:3,GOODS AUTO:1","{""CAR"": 15, ""SCOOTER"": 12, ""MOTOR CYCLE"": 4, ""PASSENGER AUTO"": 3, ""GOODS AUTO"": 1}",J.P. NAGAR,"24th Main Road, Marenahalli Industrial Area, JP Nagar Phase 2, Bengaluru, Karnataka. Pin-560078 (India)","BTP177 - Aurobindo Circle, ORR",0.0,1.0,2023-12-03 12:05:46+05:30,2024-03-29 14:06:46+05:30,17,12,7,Friday,1,medium,0
C_406,12.9890786,77.57444467428571,35,6,CAR,"CAR:23,SCOOTER:6,MAXI-CAB:2,PASSENGER AUTO:2,MOTOR CYCLE:1,VAN:1","{""CAR"": 23, ""SCOOTER"": 6, ""MAXI-CAB"": 2, ""PASSENGER AUTO"": 2, ""MOTOR CYCLE"": 1, ""VAN"": 1}",SHESHADRIPURAM,"Nagappa Road, Shree MG Seshadri Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",No Junction,0.0,0.0,2023-11-16 07:10:46+05:30,2024-03-27 09:39:46+05:30,24,16,9,Wednesday,2,medium,0
C_412,12.997072922857145,77.58372712285716,35,4,SCOOTER,"SCOOTER:21,CAR:7,MOTOR CYCLE:6,PASSENGER AUTO:1","{""SCOOTER"": 21, ""CAR"": 7, ""MOTOR CYCLE"": 6, ""PASSENGER AUTO"": 1}",SHESHADRIPURAM,"5th Main Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",BTP032 - Windsor Circle,0.0286,1.0,2023-11-16 10:32:46+05:30,2024-02-10 09:43:46+05:30,11,8,10,Thursday,1,medium,0
C_804,12.960865822857143,77.58383249714285,35,9,TEMPO,"TEMPO:8,HGV:6,CAR:6,SCOOTER:5,PASSENGER AUTO:4,LGV:2,GOODS AUTO:2,MOTOR CYCLE:1,VAN:1","{""TEMPO"": 8, ""HGV"": 6, ""CAR"": 6, ""SCOOTER"": 5, ""PASSENGER AUTO"": 4, ""LGV"": 2, ""GOODS AUTO"": 2, ""MOTOR CYCLE"": 1, ""VAN"": 1}",HALASURU GATE,"Model Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)","BTP168 - MSR Building, JC Road",0.0,1.0,2023-12-21 05:26:46+05:30,2024-04-07 00:42:46+05:30,12,9,1,Sunday,1,medium,0
C_154,12.973253497142856,77.61099169714286,35,6,SCOOTER,"SCOOTER:23,MOTOR CYCLE:6,CAR:3,PASSENGER AUTO:1,MOPED:1,LGV:1","{""SCOOTER"": 23, ""MOTOR CYCLE"": 6, ""CAR"": 3, ""PASSENGER AUTO"": 1, ""MOPED"": 1, ""LGV"": 1}",ASHOK NAGAR,"Commissariat Road, Bangalore Central, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",No Junction,0.0,0.0,2023-11-11 10:35:46+05:30,2024-02-27 02:21:46+05:30,16,11,7,Monday,1,medium,0
C_249,12.963311485714286,77.58277817142857,35,6,CAR,"CAR:22,SCOOTER:6,LGV:3,PRIVATE BUS:2,PASSENGER AUTO:1,VAN:1","{""CAR"": 22, ""SCOOTER"": 6, ""LGV"": 3, ""PRIVATE BUS"": 2, ""PASSENGER AUTO"": 1, ""VAN"": 1}",HALASURU GATE,"Sri Narasimha Raj Wadiyar Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)","BTP080 - NR Road, SP Road Junction",0.0,1.0,2023-11-12 13:04:46+05:30,2024-03-29 11:24:46+05:30,23,16,11,Friday,1,medium,0
C_0_19,12.975744165714286,77.58288672857142,35,6,CAR,"CAR:19,PASSENGER AUTO:7,MAXI-CAB:6,PRIVATE BUS:1,MOTOR CYCLE:1,OTHERS:1","{""CAR"": 19, ""PASSENGER AUTO"": 7, ""MAXI-CAB"": 6, ""PRIVATE BUS"": 1, ""MOTOR CYCLE"": 1, ""OTHERS"": 1}",UPPARPET,"Palace Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",BTP038 - Mysore Bank Junction,0.0,1.0,2023-11-14 07:55:46+05:30,2024-04-04 08:19:46+05:30,18,14,7,Thursday,2,medium,0
C_318,12.910330974285715,77.68577049714287,35,2,CAR,"CAR:34,PASSENGER AUTO:1","{""CAR"": 34, ""PASSENGER AUTO"": 1}",BELLANDUR,"Sarjapura Main Road, Saket Callipolis, Halanayakana Halli, Bengaluru, Karnataka. Pin-560035 (India)",No Junction,0.0286,0.0,2023-11-14 05:13:46+05:30,2024-03-31 09:49:46+05:30,24,14,7,Monday,1,medium,0
C_665,12.965625779411763,77.58170235882353,34,7,PASSENGER AUTO,"PASSENGER AUTO:15,CAR:6,SCOOTER:6,GOODS AUTO:4,MOPED:1,VAN:1,LGV:1","{""PASSENGER AUTO"": 15, ""CAR"": 6, ""SCOOTER"": 6, ""GOODS AUTO"": 4, ""MOPED"": 1, ""VAN"": 1, ""LGV"": 1}",HALASURU GATE,"Kencha Nayak Lane, Maldarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)","BTP080 - NR Road, SP Road Junction",0.0,1.0,2023-12-02 07:34:46+05:30,2024-04-07 09:04:46+05:30,9,9,7,Friday,1,medium,0
C_557,12.928672405882352,77.58285139117648,34,3,CAR,"CAR:30,MOTOR CYCLE:3,SCOOTER:1","{""CAR"": 30, ""MOTOR CYCLE"": 3, ""SCOOTER"": 1}",JAYANAGARA,"Sri Vinayaka Temple Road, Geeta Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",BTP220 - Puttanna Junction,0.0,1.0,2023-11-17 12:43:46+05:30,2024-03-28 07:10:46+05:30,25,12,7,Friday,1,medium,0
C_123,13.003800094117649,77.54939402941176,34,5,SCOOTER,"SCOOTER:14,CAR:10,MOTOR CYCLE:8,LGV:1,MAXI-CAB:1","{""SCOOTER"": 14, ""CAR"": 10, ""MOTOR CYCLE"": 8, ""LGV"": 1, ""MAXI-CAB"": 1}",MALLESHWARAM,"20th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","BTP026 - 1st Block Junction, Rajajinagar",0.0,1.0,2023-11-11 06:42:46+05:30,2024-04-03 10:37:46+05:30,14,10,8,Sunday,1,medium,0
C_879,12.977855923529413,77.71327766764705,34,4,SCOOTER,"SCOOTER:20,MOTOR CYCLE:12,MAXI-CAB:1,CAR:1","{""SCOOTER"": 20, ""MOTOR CYCLE"": 12, ""MAXI-CAB"": 1, ""CAR"": 1}",MAHADEVAPURA,"Industrial Park Road, RMZ NXT, EPIP Zone, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",No Junction,0.0,0.0,2024-01-11 06:08:46+05:30,2024-01-11 07:26:46+05:30,1,1,6,Thursday,1,medium,0
