cluster_id,total_violations,active_days,active_weeks,peak_hour,peak_hour_count,peak_hour_share,top_3_hours,peak_day_name,peak_day_type,weekday_peak_hour,weekend_peak_hour,recommended_patrol_window,secondary_patrol_window,temporal_concentration_score,temporal_confidence,m3_notes
C_308,80,34,21,4,12,0.15,"[4, 12, 6]",Thursday,WEEKDAY,4.0,13.0,04:00-06:00,12:00-14:00,0.4,MEDIUM,clean
C_309,38,6,6,3,11,0.2895,"[3, 4, 11]",Sunday,MIXED,11.0,3.0,03:00-05:00,04:00-06:00,0.8158,MEDIUM,few active days (<7); no strong weekday/weekend skew
C_31,66,13,9,2,17,0.2576,"[2, 3, 6]",Tuesday,WEEKDAY,2.0,4.0,02:00-04:00,03:00-05:00,0.6515,MEDIUM,clean
C_310,131,27,11,4,61,0.4656,"[4, 3, 9]",Thursday,WEEKDAY,4.0,3.0,04:00-06:00,03:00-05:00,0.9618,HIGH,clean
C_311,185,20,10,3,95,0.5135,"[3, 4, 5]",Tuesday,WEEKDAY,3.0,3.0,03:00-05:00,04:00-06:00,0.8162,HIGH,clean
C_312,142,33,14,4,47,0.331,"[4, 3, 5]",Wednesday,WEEKDAY,4.0,3.0,04:00-06:00,03:00-05:00,0.7817,HIGH,clean
C_313,82,29,16,4,20,0.2439,"[4, 11, 13]",Tuesday,WEEKDAY,4.0,4.0,04:00-06:00,11:00-13:00,0.4756,MEDIUM,clean
C_314,23,16,13,5,7,0.3043,"[5, 3, 4]",Sunday,MIXED,11.0,5.0,05:00-07:00,03:00-05:00,0.6522,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_315,53,12,9,4,48,0.9057,"[4, 3, 7]",Tuesday,WEEKDAY,4.0,4.0,04:00-06:00,03:00-05:00,1.0,MEDIUM,clean
C_316,116,24,16,4,42,0.3621,"[4, 5, 8]",Wednesday,WEEKDAY,4.0,4.0,04:00-06:00,05:00-07:00,0.6293,HIGH,clean
C_317,271,52,20,13,108,0.3985,"[13, 2, 12]",Tuesday,WEEKDAY,13.0,13.0,13:00-15:00,02:00-04:00,0.6236,HIGH,clean
C_318,35,24,14,7,10,0.2857,"[7, 3, 4]",Monday,WEEKDAY,7.0,10.0,07:00-09:00,03:00-05:00,0.6,MEDIUM,clean
C_319,386,22,10,3,93,0.2409,"[3, 11, 14]",Monday,WEEKDAY,3.0,3.0,03:00-05:00,11:00-13:00,0.4663,HIGH,clean
C_32,396,97,23,3,81,0.2045,"[3, 11, 4]",Tuesday,WEEKDAY,3.0,4.0,03:00-05:00,11:00-13:00,0.5328,HIGH,clean
C_320,22,7,7,12,11,0.5,"[12, 3, 5]",Tuesday,WEEKDAY,3.0,12.0,12:00-14:00,03:00-05:00,0.8636,MEDIUM,sparse data (<30 violations)
C_321,109,45,19,10,15,0.1376,"[10, 6, 5]",Tuesday,WEEKDAY,10.0,6.0,10:00-12:00,06:00-08:00,0.3578,HIGH,clean
C_322,84,37,21,7,28,0.3333,"[7, 6, 5]",Wednesday,WEEKDAY,7.0,7.0,07:00-09:00,06:00-08:00,0.7381,MEDIUM,clean
C_323,16,5,5,6,9,0.5625,"[6, 7]",Sunday,MIXED,6.0,7.0,06:00-08:00,07:00-09:00,1.0,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_324,86,27,16,6,29,0.3372,"[6, 7, 10]",Sunday,WEEKDAY,7.0,6.0,06:00-08:00,07:00-09:00,0.686,MEDIUM,clean
C_325,708,68,21,7,157,0.2218,"[7, 6, 11]",Sunday,MIXED,11.0,6.0,07:00-09:00,06:00-08:00,0.565,HIGH,no strong weekday/weekend skew
C_326,48,18,8,6,15,0.3125,"[6, 11, 10]",Tuesday,WEEKDAY,6.0,6.0,06:00-08:00,11:00-13:00,0.7292,MEDIUM,clean
C_327,2757,88,21,3,593,0.2151,"[3, 4, 2]",Wednesday,WEEKDAY,3.0,3.0,03:00-05:00,04:00-06:00,0.5633,HIGH,clean
C_328,91,40,17,11,24,0.2637,"[11, 4, 9]",Tuesday,WEEKDAY,11.0,9.0,11:00-13:00,04:00-06:00,0.5055,MEDIUM,clean
C_329,864,76,21,7,168,0.1944,"[7, 6, 10]",Thursday,WEEKDAY,7.0,6.0,07:00-09:00,06:00-08:00,0.5301,HIGH,clean
C_33,49,22,14,10,13,0.2653,"[10, 11, 8]",Monday,WEEKDAY,10.0,11.0,10:00-12:00,11:00-13:00,0.4898,MEDIUM,clean
C_330,54,23,13,0,10,0.1852,"[0, 8, 23]",Saturday,MIXED,23.0,0.0,00:00-02:00,08:00-10:00,0.4074,MEDIUM,no strong weekday/weekend skew
C_331,18,6,5,11,9,0.5,"[11, 12, 7]",Tuesday,WEEKDAY,11.0,11.0,11:00-13:00,12:00-14:00,0.8333,LOW,sparse data (<30 violations); few active days (<7)
C_332,153,62,22,12,27,0.1765,"[12, 11, 4]",Thursday,MIXED,11.0,12.0,12:00-14:00,11:00-13:00,0.4706,HIGH,no strong weekday/weekend skew
C_333,7154,95,21,4,1228,0.1717,"[4, 5, 9]",Tuesday,WEEKDAY,4.0,4.0,04:00-06:00,05:00-07:00,0.4542,HIGH,clean
C_334,15,3,3,8,7,0.4667,"[8, 7, 9]",Tuesday,WEEKDAY,8.0,10.0,08:00-10:00,07:00-09:00,0.9333,LOW,sparse data (<30 violations); few active days (<7)
C_335,375,45,16,8,66,0.176,"[8, 9, 1]",Thursday,WEEKDAY,8.0,7.0,08:00-10:00,09:00-11:00,0.4507,HIGH,clean
C_336,83,14,12,5,27,0.3253,"[5, 11, 8]",Wednesday,MIXED,11.0,5.0,05:00-07:00,11:00-13:00,0.6867,MEDIUM,no strong weekday/weekend skew
C_337,20,15,10,8,5,0.25,"[8, 6, 5]",Thursday,WEEKDAY,8.0,6.0,08:00-10:00,06:00-08:00,0.7,MEDIUM,sparse data (<30 violations)
C_338,128,36,19,8,24,0.1875,"[8, 10, 2]",Friday,WEEKDAY,8.0,7.0,08:00-10:00,10:00-12:00,0.4844,HIGH,clean
C_339,15,9,8,8,5,0.3333,"[8, 10, 2]",Monday,WEEKDAY,8.0,3.0,08:00-10:00,10:00-12:00,0.7333,MEDIUM,sparse data (<30 violations)
C_34,1650,126,23,4,213,0.1291,"[4, 11, 3]",Saturday,WEEKDAY,4.0,3.0,04:00-06:00,11:00-13:00,0.3552,HIGH,clean
C_340,52,25,17,3,16,0.3077,"[3, 7, 2]",Sunday,WEEKDAY,3.0,3.0,03:00-05:00,07:00-09:00,0.5962,MEDIUM,clean
C_341,87,34,19,10,22,0.2529,"[10, 8, 11]",Friday,WEEKDAY,10.0,8.0,10:00-12:00,08:00-10:00,0.5172,MEDIUM,clean
C_342,137,40,19,9,36,0.2628,"[9, 10, 11]",Friday,WEEKDAY,9.0,6.0,09:00-11:00,10:00-12:00,0.6277,HIGH,clean
C_343,156,54,20,10,38,0.2436,"[10, 11, 12]",Monday,WEEKDAY,10.0,11.0,10:00-12:00,11:00-13:00,0.5577,HIGH,clean
C_344,24,15,12,11,9,0.375,"[11, 10, 14]",Wednesday,WEEKDAY,11.0,10.0,11:00-13:00,10:00-12:00,0.75,MEDIUM,sparse data (<30 violations)
C_345,29,10,8,10,12,0.4138,"[10, 11, 9]",Tuesday,WEEKDAY,10.0,9.0,10:00-12:00,11:00-13:00,0.931,MEDIUM,sparse data (<30 violations)
C_346,50,23,13,11,11,0.22,"[11, 10, 3]",Sunday,MIXED,3.0,11.0,11:00-13:00,10:00-12:00,0.6,MEDIUM,no strong weekday/weekend skew
C_347,33,11,10,8,10,0.303,"[8, 11, 10]",Tuesday,WEEKDAY,8.0,4.0,08:00-10:00,11:00-13:00,0.7879,MEDIUM,clean
C_348,36,20,11,4,8,0.2222,"[4, 11, 3]",Tuesday,WEEKDAY,4.0,4.0,04:00-06:00,11:00-13:00,0.5,MEDIUM,clean
C_349,419,35,13,11,108,0.2578,"[11, 5, 12]",Thursday,MIXED,11.0,5.0,11:00-13:00,05:00-07:00,0.6539,HIGH,no strong weekday/weekend skew
C_35,44,20,11,3,10,0.2273,"[3, 4, 7]",Saturday,MIXED,4.0,3.0,03:00-05:00,04:00-06:00,0.5909,MEDIUM,no strong weekday/weekend skew
C_350,408,67,21,13,127,0.3113,"[13, 12, 2]",Friday,WEEKDAY,13.0,12.0,13:00-15:00,12:00-14:00,0.6789,HIGH,clean
C_351,27,17,11,14,5,0.1852,"[14, 11, 4]",Tuesday,WEEKDAY,11.0,4.0,14:00-16:00,11:00-13:00,0.5185,MEDIUM,sparse data (<30 violations)
C_352,165,27,14,7,37,0.2242,"[7, 11, 10]",Tuesday,WEEKDAY,7.0,10.0,07:00-09:00,11:00-13:00,0.5212,HIGH,clean
C_353,202,73,23,11,50,0.2475,"[11, 2, 10]",Thursday,WEEKDAY,2.0,11.0,11:00-13:00,02:00-04:00,0.5941,HIGH,clean
C_354,77,31,19,2,54,0.7013,"[2, 3, 13]",Saturday,MIXED,2.0,2.0,02:00-04:00,03:00-05:00,0.8831,MEDIUM,no strong weekday/weekend skew
C_355,50,18,10,7,7,0.14,"[7, 4, 6]",Wednesday,WEEKDAY,4.0,7.0,07:00-09:00,04:00-06:00,0.4,MEDIUM,clean
C_356,22,6,6,5,7,0.3182,"[5, 8, 3]",Thursday,WEEKDAY,5.0,4.0,05:00-07:00,08:00-10:00,0.6818,LOW,sparse data (<30 violations); few active days (<7)
C_357,32,8,4,3,12,0.375,"[3, 4, 2]",Friday,WEEKDAY,3.0,4.0,03:00-05:00,04:00-06:00,0.9062,MEDIUM,clean
C_358,77,11,9,4,32,0.4156,"[4, 3, 5]",Saturday,MIXED,3.0,4.0,04:00-06:00,03:00-05:00,0.8571,MEDIUM,no strong weekday/weekend skew
C_359,20,10,9,7,6,0.3,"[7, 8, 5]",Wednesday,WEEKDAY,7.0,8.0,07:00-09:00,08:00-10:00,0.8,MEDIUM,sparse data (<30 violations)
C_36,1011,101,23,10,495,0.4896,"[10, 3, 8]",Tuesday,WEEKDAY,10.0,10.0,10:00-12:00,03:00-05:00,0.6479,HIGH,clean
C_360,60,17,12,4,23,0.3833,"[4, 5, 3]",Thursday,WEEKDAY,4.0,5.0,04:00-06:00,05:00-07:00,0.8833,MEDIUM,clean
C_361,60,21,16,0,22,0.3667,"[0, 1, 3]",Wednesday,WEEKDAY,1.0,0.0,00:00-02:00,01:00-03:00,0.85,MEDIUM,clean
C_362,26,18,11,3,16,0.6154,"[3, 2, 4]",Thursday,WEEKDAY,3.0,3.0,03:00-05:00,02:00-04:00,0.9615,MEDIUM,sparse data (<30 violations)
C_363,20,8,4,3,8,0.4,"[3, 12, 6]",Wednesday,WEEKDAY,3.0,6.0,03:00-05:00,12:00-14:00,0.7,MEDIUM,sparse data (<30 violations)
C_364,45,9,7,13,7,0.1556,"[13, 3, 2]",Wednesday,WEEKDAY,13.0,2.0,13:00-15:00,03:00-05:00,0.4222,MEDIUM,clean
C_365,161,41,18,3,35,0.2174,"[3, 2, 4]",Tuesday,WEEKDAY,3.0,6.0,03:00-05:00,02:00-04:00,0.6149,HIGH,clean
C_366,36,8,6,9,16,0.4444,"[9, 3, 5]",Friday,WEEKDAY,9.0,3.0,09:00-11:00,03:00-05:00,0.9167,MEDIUM,clean
C_367,30,9,6,4,10,0.3333,"[4, 3, 10]",Wednesday,MIXED,3.0,4.0,04:00-06:00,03:00-05:00,0.8333,MEDIUM,no strong weekday/weekend skew
C_368,25,19,15,5,7,0.28,"[5, 4, 6]",Sunday,MIXED,5.0,3.0,05:00-07:00,04:00-06:00,0.68,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_369,19,1,1,5,19,1.0,[5],Wednesday,WEEKDAY,5.0,,05:00-07:00,,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_37,265,65,20,10,80,0.3019,"[10, 8, 9]",Wednesday,WEEKDAY,10.0,8.0,10:00-12:00,08:00-10:00,0.6792,HIGH,clean
C_370,34,12,8,7,8,0.2353,"[7, 5, 6]",Wednesday,WEEKDAY,7.0,11.0,07:00-09:00,05:00-07:00,0.5882,MEDIUM,clean
C_371,63,25,15,3,14,0.2222,"[3, 2, 4]",Sunday,MIXED,3.0,11.0,03:00-05:00,02:00-04:00,0.5873,MEDIUM,no strong weekday/weekend skew
C_372,52,6,6,6,13,0.25,"[6, 7, 5]",Sunday,WEEKEND,6.0,6.0,06:00-08:00,07:00-09:00,0.6154,MEDIUM,few active days (<7)
C_373,1214,98,22,7,198,0.1631,"[7, 6, 8]",Thursday,WEEKDAY,7.0,7.0,07:00-09:00,06:00-08:00,0.369,HIGH,clean
C_374,76,18,9,3,20,0.2632,"[3, 6, 11]",Wednesday,WEEKDAY,3.0,6.0,03:00-05:00,06:00-08:00,0.5921,MEDIUM,clean
C_375,17,12,9,1,5,0.2941,"[1, 0, 5]",Thursday,WEEKDAY,1.0,1.0,01:00-03:00,00:00-02:00,0.6471,MEDIUM,sparse data (<30 violations)
C_376,25,20,11,10,7,0.28,"[10, 6, 9]",Sunday,MIXED,9.0,6.0,10:00-12:00,06:00-08:00,0.68,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_377,173,24,16,7,59,0.341,"[7, 8, 13]",Wednesday,WEEKDAY,7.0,4.0,07:00-09:00,08:00-10:00,0.5838,HIGH,clean
C_378,220,45,20,13,67,0.3045,"[13, 0, 1]",Friday,WEEKDAY,13.0,13.0,13:00-15:00,00:00-02:00,0.5727,HIGH,clean
C_379,76,20,13,4,40,0.5263,"[4, 11, 2]",Wednesday,MIXED,4.0,11.0,04:00-06:00,11:00-13:00,0.8158,MEDIUM,no strong weekday/weekend skew
C_38,3040,136,23,10,597,0.1964,"[10, 11, 9]",Tuesday,WEEKDAY,11.0,10.0,10:00-12:00,11:00-13:00,0.4701,HIGH,clean
C_380,82,46,17,10,16,0.1951,"[10, 0, 2]",Friday,WEEKDAY,10.0,2.0,10:00-12:00,00:00-02:00,0.439,MEDIUM,clean
C_381,15,7,5,10,8,0.5333,"[10, 9, 4]",Saturday,MIXED,10.0,10.0,10:00-12:00,09:00-11:00,0.8667,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_382,62,23,12,8,17,0.2742,"[8, 6, 4]",Saturday,MIXED,8.0,6.0,08:00-10:00,06:00-08:00,0.5806,MEDIUM,no strong weekday/weekend skew
C_383,266,26,14,4,84,0.3158,"[4, 3, 2]",Sunday,MIXED,3.0,4.0,04:00-06:00,03:00-05:00,0.8083,HIGH,no strong weekday/weekend skew
C_384,40,26,18,3,8,0.2,"[3, 2, 4]",Friday,WEEKDAY,3.0,2.0,03:00-05:00,02:00-04:00,0.5,MEDIUM,clean
C_385,53,29,17,12,14,0.2642,"[12, 10, 11]",Thursday,WEEKDAY,12.0,11.0,12:00-14:00,10:00-12:00,0.4906,MEDIUM,clean
C_386,39,15,11,10,11,0.2821,"[10, 8, 7]",Monday,WEEKDAY,10.0,6.0,10:00-12:00,08:00-10:00,0.641,MEDIUM,clean
C_387,45,19,12,7,11,0.2444,"[7, 3, 5]",Thursday,WEEKDAY,7.0,3.0,07:00-09:00,03:00-05:00,0.4889,MEDIUM,clean
C_388,80,18,12,13,16,0.2,"[13, 1, 12]",Wednesday,WEEKDAY,13.0,1.0,13:00-15:00,01:00-03:00,0.5125,MEDIUM,clean
C_389,53,39,16,10,7,0.1321,"[10, 12, 13]",Thursday,WEEKDAY,10.0,12.0,10:00-12:00,12:00-14:00,0.3774,MEDIUM,clean
C_39,2928,146,23,10,552,0.1885,"[10, 11, 8]",Sunday,WEEKDAY,8.0,10.0,10:00-12:00,11:00-13:00,0.4809,HIGH,clean
C_390,119,45,19,11,27,0.2269,"[11, 12, 13]",Sunday,WEEKDAY,11.0,12.0,11:00-13:00,12:00-14:00,0.5798,HIGH,clean
C_391,195,37,18,2,31,0.159,"[2, 5, 3]",Saturday,MIXED,2.0,10.0,02:00-04:00,05:00-07:00,0.4256,HIGH,no strong weekday/weekend skew
C_392,209,23,14,6,62,0.2967,"[6, 9, 5]",Sunday,MIXED,6.0,5.0,06:00-08:00,09:00-11:00,0.6794,HIGH,no strong weekday/weekend skew
C_393,150,6,4,4,41,0.2733,"[4, 11, 2]",Thursday,WEEKDAY,4.0,1.0,04:00-06:00,11:00-13:00,0.6933,MEDIUM,few active days (<7)
C_394,221,47,20,2,50,0.2262,"[2, 3, 4]",Wednesday,WEEKDAY,3.0,2.0,02:00-04:00,03:00-05:00,0.5113,HIGH,clean
C_395,25,6,5,7,13,0.52,"[7, 3, 2]",Monday,WEEKDAY,7.0,3.0,07:00-09:00,03:00-05:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_396,187,23,15,11,62,0.3316,"[11, 10, 12]",Monday,WEEKDAY,11.0,10.0,11:00-13:00,10:00-12:00,0.7166,HIGH,clean
C_397,22,5,4,5,15,0.6818,"[5, 3, 4]",Thursday,WEEKDAY,5.0,5.0,05:00-07:00,03:00-05:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_398,35,16,11,3,27,0.7714,"[3, 4, 12]",Thursday,WEEKDAY,3.0,3.0,03:00-05:00,04:00-06:00,0.8857,MEDIUM,clean
C_399,63,23,15,2,14,0.2222,"[2, 3, 4]",Sunday,MIXED,2.0,6.0,02:00-04:00,03:00-05:00,0.6667,MEDIUM,no strong weekday/weekend skew
C_4,2677,102,23,11,401,0.1498,"[11, 10, 3]",Saturday,MIXED,10.0,11.0,11:00-13:00,10:00-12:00,0.4217,HIGH,no strong weekday/weekend skew
C_40,22,6,6,8,9,0.4091,"[8, 11, 7]",Monday,WEEKDAY,8.0,7.0,08:00-10:00,11:00-13:00,0.9091,LOW,sparse data (<30 violations); few active days (<7)
C_400,54,26,17,9,9,0.1667,"[9, 10, 7]",Friday,WEEKDAY,9.0,7.0,09:00-11:00,10:00-12:00,0.4444,MEDIUM,clean
C_401,28,8,5,3,17,0.6071,"[3, 2, 7]",Thursday,WEEKDAY,3.0,2.0,03:00-05:00,02:00-04:00,0.9643,MEDIUM,sparse data (<30 violations)
C_402,15,8,6,7,4,0.2667,"[7, 5, 3]",Wednesday,WEEKDAY,7.0,,07:00-09:00,05:00-07:00,0.6,MEDIUM,sparse data (<30 violations)
C_403,654,41,17,4,190,0.2905,"[4, 5, 10]",Wednesday,WEEKDAY,4.0,4.0,04:00-06:00,05:00-07:00,0.5734,HIGH,clean
C_404,73,23,16,6,33,0.4521,"[6, 5, 7]",Friday,WEEKDAY,6.0,6.0,06:00-08:00,05:00-07:00,0.8219,MEDIUM,clean
C_405,186,42,19,6,63,0.3387,"[6, 4, 5]",Wednesday,WEEKDAY,6.0,6.0,06:00-08:00,04:00-06:00,0.6882,HIGH,clean
C_406,35,24,16,9,9,0.2571,"[9, 5, 10]",Wednesday,WEEKDAY,9.0,9.0,09:00-11:00,05:00-07:00,0.5714,MEDIUM,clean
C_407,81,30,12,2,12,0.1481,"[2, 9, 8]",Tuesday,WEEKDAY,9.0,2.0,02:00-04:00,09:00-11:00,0.4321,MEDIUM,clean
C_408,97,60,22,8,34,0.3505,"[8, 9, 3]",Wednesday,WEEKDAY,9.0,8.0,08:00-10:00,09:00-11:00,0.7113,MEDIUM,clean
C_409,98,13,9,6,37,0.3776,"[6, 5, 4]",Wednesday,WEEKDAY,5.0,6.0,06:00-08:00,05:00-07:00,0.7755,MEDIUM,clean
C_41,3198,134,23,4,431,0.1348,"[4, 3, 11]",Wednesday,WEEKDAY,4.0,4.0,04:00-06:00,03:00-05:00,0.3671,HIGH,clean
C_410,18,9,7,5,5,0.2778,"[5, 7, 4]",Thursday,WEEKDAY,7.0,5.0,05:00-07:00,07:00-09:00,0.6667,MEDIUM,sparse data (<30 violations)
C_411,182,43,19,7,53,0.2912,"[7, 8, 12]",Saturday,MIXED,7.0,7.0,07:00-09:00,08:00-10:00,0.544,HIGH,no strong weekday/weekend skew
C_412,35,11,8,10,18,0.5143,"[10, 9, 11]",Thursday,WEEKDAY,10.0,10.0,10:00-12:00,09:00-11:00,0.9714,MEDIUM,clean
C_413,154,43,21,10,27,0.1753,"[10, 4, 9]",Wednesday,WEEKDAY,4.0,9.0,10:00-12:00,04:00-06:00,0.5065,HIGH,clean
C_414,66,10,9,10,25,0.3788,"[10, 9, 4]",Thursday,WEEKDAY,10.0,4.0,10:00-12:00,09:00-11:00,0.9545,MEDIUM,clean
C_415,26,13,11,1,9,0.3462,"[1, 0, 4]",Sunday,MIXED,1.0,1.0,01:00-03:00,00:00-02:00,0.6538,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_416,18,4,4,2,11,0.6111,"[2, 6, 11]",Saturday,MIXED,6.0,2.0,02:00-04:00,06:00-08:00,1.0,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_417,44,24,16,11,24,0.5455,"[11, 10, 12]",Friday,WEEKDAY,11.0,10.0,11:00-13:00,10:00-12:00,0.9773,MEDIUM,clean
C_418,81,26,16,11,24,0.2963,"[11, 10, 4]",Tuesday,WEEKDAY,11.0,11.0,11:00-13:00,10:00-12:00,0.5556,MEDIUM,clean
C_419,275,46,19,12,147,0.5345,"[12, 11, 13]",Sunday,MIXED,12.0,12.0,12:00-14:00,11:00-13:00,0.8218,HIGH,no strong weekday/weekend skew
C_42,11,7,7,7,4,0.3636,"[7, 8, 5]",Sunday,MIXED,8.0,7.0,07:00-09:00,08:00-10:00,0.8182,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_420,81,20,10,5,24,0.2963,"[5, 4, 6]",Saturday,MIXED,4.0,5.0,05:00-07:00,04:00-06:00,0.642,MEDIUM,no strong weekday/weekend skew
C_421,77,17,10,12,37,0.4805,"[12, 6, 5]",Saturday,WEEKEND,5.0,12.0,12:00-14:00,06:00-08:00,0.6883,MEDIUM,clean
C_422,25,15,12,3,10,0.4,"[3, 2, 10]",Sunday,MIXED,3.0,2.0,03:00-05:00,02:00-04:00,0.8,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_423,61,12,9,11,16,0.2623,"[11, 6, 3]",Friday,WEEKDAY,6.0,4.0,11:00-13:00,06:00-08:00,0.7049,MEDIUM,clean
C_424,91,16,10,3,35,0.3846,"[3, 2, 4]",Thursday,WEEKDAY,3.0,2.0,03:00-05:00,02:00-04:00,0.967,MEDIUM,clean
C_425,28,6,5,3,16,0.5714,"[3, 4, 2]",Friday,WEEKDAY,3.0,7.0,03:00-05:00,04:00-06:00,0.8214,LOW,sparse data (<30 violations); few active days (<7)
C_426,32,15,11,8,9,0.2812,"[8, 7, 5]",Saturday,MIXED,8.0,7.0,08:00-10:00,07:00-09:00,0.75,MEDIUM,no strong weekday/weekend skew
C_427,72,27,15,3,28,0.3889,"[3, 4, 2]",Monday,WEEKDAY,3.0,2.0,03:00-05:00,04:00-06:00,0.6944,MEDIUM,clean
C_428,61,18,12,4,18,0.2951,"[4, 5, 3]",Wednesday,WEEKDAY,4.0,4.0,04:00-06:00,05:00-07:00,0.6557,MEDIUM,clean
C_429,479,76,21,4,134,0.2797,"[4, 5, 2]",Sunday,WEEKDAY,4.0,4.0,04:00-06:00,05:00-07:00,0.5094,HIGH,clean
C_43,191,47,22,8,34,0.178,"[8, 10, 11]",Sunday,MIXED,11.0,8.0,08:00-10:00,10:00-12:00,0.5079,HIGH,no strong weekday/weekend skew
C_430,23,8,8,4,16,0.6957,"[4, 9, 11]",Tuesday,WEEKDAY,4.0,4.0,04:00-06:00,09:00-11:00,0.913,MEDIUM,sparse data (<30 violations)
C_431,92,34,17,11,30,0.3261,"[11, 10, 6]",Sunday,MIXED,11.0,10.0,11:00-13:00,10:00-12:00,0.6413,MEDIUM,no strong weekday/weekend skew
C_432,27,11,7,10,13,0.4815,"[10, 5, 3]",Saturday,MIXED,5.0,10.0,10:00-12:00,05:00-07:00,0.8519,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_433,133,19,11,8,39,0.2932,"[8, 7, 5]",Saturday,MIXED,7.0,8.0,08:00-10:00,07:00-09:00,0.6015,HIGH,no strong weekday/weekend skew
C_434,32,22,14,11,12,0.375,"[11, 4, 13]",Thursday,WEEKDAY,11.0,11.0,11:00-13:00,04:00-06:00,0.6562,MEDIUM,clean
C_435,22,8,8,13,8,0.3636,"[13, 11, 9]",Tuesday,WEEKDAY,13.0,5.0,13:00-15:00,11:00-13:00,0.8636,MEDIUM,sparse data (<30 violations)
C_436,211,25,13,2,90,0.4265,"[2, 3, 4]",Friday,WEEKDAY,2.0,4.0,02:00-04:00,03:00-05:00,0.9289,HIGH,clean
C_437,24,13,11,3,6,0.25,"[3, 1, 10]",Friday,WEEKDAY,1.0,10.0,03:00-05:00,01:00-03:00,0.625,MEDIUM,sparse data (<30 violations)
C_438,103,25,13,3,39,0.3786,"[3, 13, 2]",Friday,WEEKDAY,3.0,18.0,03:00-05:00,13:00-15:00,0.6699,HIGH,clean
C_439,67,12,7,10,15,0.2239,"[10, 11, 12]",Friday,WEEKDAY,10.0,11.0,10:00-12:00,11:00-13:00,0.597,MEDIUM,clean
C_44,181,37,19,11,74,0.4088,"[11, 12, 13]",Friday,MIXED,11.0,12.0,11:00-13:00,12:00-14:00,0.7293,HIGH,no strong weekday/weekend skew
C_440,298,29,16,11,55,0.1846,"[11, 4, 12]",Wednesday,WEEKDAY,11.0,2.0,11:00-13:00,04:00-06:00,0.453,HIGH,clean
C_441,36,12,9,12,10,0.2778,"[12, 11, 9]",Wednesday,WEEKDAY,12.0,3.0,12:00-14:00,11:00-13:00,0.5833,MEDIUM,clean
C_442,47,9,6,11,27,0.5745,"[11, 13, 3]",Friday,WEEKDAY,11.0,12.0,11:00-13:00,13:00-15:00,0.8511,MEDIUM,clean
C_443,38,16,12,8,7,0.1842,"[8, 6, 14]",Monday,WEEKDAY,6.0,16.0,08:00-10:00,06:00-08:00,0.5526,MEDIUM,clean
C_444,29,12,6,10,12,0.4138,"[10, 1, 2]",Saturday,WEEKEND,10.0,10.0,10:00-12:00,01:00-03:00,0.7241,MEDIUM,sparse data (<30 violations)
C_445,128,24,10,10,35,0.2734,"[10, 11, 2]",Friday,WEEKDAY,10.0,11.0,10:00-12:00,11:00-13:00,0.6875,HIGH,clean
C_446,571,31,15,2,119,0.2084,"[2, 3, 11]",Saturday,MIXED,10.0,3.0,02:00-04:00,03:00-05:00,0.5271,HIGH,no strong weekday/weekend skew
C_447,154,54,21,3,19,0.1234,"[3, 4, 11]",Wednesday,WEEKDAY,3.0,5.0,03:00-05:00,04:00-06:00,0.3506,HIGH,clean
C_448,15,4,3,2,7,0.4667,"[2, 3, 4]",Thursday,MIXED,2.0,3.0,02:00-04:00,03:00-05:00,1.0,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_449,36,18,13,3,7,0.1944,"[3, 5, 11]",Saturday,MIXED,3.0,5.0,03:00-05:00,05:00-07:00,0.4444,MEDIUM,no strong weekday/weekend skew
C_45,560,94,22,8,93,0.1661,"[8, 7, 6]",Saturday,MIXED,8.0,7.0,08:00-10:00,07:00-09:00,0.4643,HIGH,no strong weekday/weekend skew
C_450,22,13,11,9,5,0.2273,"[9, 11, 4]",Saturday,WEEKDAY,9.0,4.0,09:00-11:00,11:00-13:00,0.5909,MEDIUM,sparse data (<30 violations)
C_451,129,25,16,2,29,0.2248,"[2, 9, 1]",Friday,WEEKDAY,2.0,9.0,02:00-04:00,09:00-11:00,0.5581,HIGH,clean
C_452,39,15,12,4,11,0.2821,"[4, 9, 7]",Saturday,MIXED,4.0,4.0,04:00-06:00,09:00-11:00,0.641,MEDIUM,no strong weekday/weekend skew
C_453,50,19,12,6,12,0.24,"[6, 10, 11]",Tuesday,WEEKDAY,6.0,10.0,06:00-08:00,10:00-12:00,0.6,MEDIUM,clean
