cluster_id,assigned_station,station_assignment_method,station_assignment_confidence,station_cluster_rank,station_violation_rank,station_priority_band,is_top_station_hotspot,station_total_clusters,station_total_violations,station_needs_review_clusters,station_good_clusters,station_medium_clusters,cluster_violation_share_within_station,jurisdiction_notes,violation_count,centroid_lat,centroid_lng,police_station_mode,cluster_quality,needs_manual_review,dominant_vehicle_type,junction_flag_rate,location_mode
C_10,JAYANAGARA,police_station_mode,HIGH,20,20,MEDIUM,0,34,3074,15,6,28,0.0124,clean,38,12.915504568421051,77.57354718947367,JAYANAGARA,medium,0,SCOOTER,0.0,"Konanakunte Main Road, Prestige Brooklyn Heights, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)"
C_156,WILSON GARDEN,police_station_mode,HIGH,12,12,LOW,0,23,2349,16,5,18,0.0162,clean,38,12.95142722368421,77.59070254210526,WILSON GARDEN,medium,0,SCOOTER,0.0,"Kengal Hanumanthaiah Circle, Kengal Hanumanthaiah Circle, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)"
C_847,ASHOK NAGAR,police_station_mode,HIGH,13,13,MEDIUM,0,24,2968,10,7,17,0.0128,clean,38,12.951670863157895,77.60795340263157,ASHOK NAGAR,medium,0,CAR,0.0,"Anepalya Main Road, Muthanna Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)"
C_727,MAGADI ROAD,police_station_mode,HIGH,24,24,HIGH,0,40,7483,22,10,30,0.0051,clean,38,12.96444332368421,77.54957305263159,MAGADI ROAD,medium,0,SCOOTER,0.0,"C Chowdappa Main Road, Hoshalli, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)"
C_443,SHIVAJINAGAR,police_station_mode,HIGH,18,18,CRITICAL,0,35,27458,21,9,24,0.0014,clean,38,12.979291181578946,77.60223785526316,SHIVAJINAGAR,medium,0,CAR,0.0,"Cubbon Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
C_309,JAYANAGARA,police_station_mode,HIGH,20,20,MEDIUM,0,34,3074,15,6,28,0.0124,clean,38,12.921811084210526,77.58062441578944,JAYANAGARA,medium,0,SCOOTER,0.0,"38th Cross Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
C_61,CHIKKABANAVARA,police_station_mode,HIGH,3,3,LOW,1,9,312,6,0,9,0.1218,clean,38,13.050223515789476,77.49468129210528,CHIKKABANAVARA,medium,0,CAR,0.0,"Mumbai Bengaluru Highway, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)"
C_90,HALASURU GATE,police_station_mode,HIGH,9,9,HIGH,0,31,4524,18,4,23,0.0082,clean,37,12.961939413513512,77.58929313783784,HALASURU GATE,medium,0,MAXI-CAB,0.0,"Lalbagh Main Road, Purva Orient Grand, CKC Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)"
C_55,K.S. LAYOUT,police_station_mode,HIGH,7,7,LOW,0,11,430,3,0,11,0.086,clean,37,12.909389473313338,77.54987393630641,K.S. LAYOUT,medium,0,MOPED,0.0,"Subramanyapura Main Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)"
C_771,R.T. NAGAR,police_station_mode,HIGH,10,10,LOW,0,17,1166,9,3,14,0.0317,clean,37,13.018793740540541,77.59222800810811,R.T. NAGAR,medium,0,SCOOTER,0.0,"RT Nagar Main Road, Amale Layout, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
C_576,RAJAJINAGAR,police_station_mode,HIGH,23,23,HIGH,0,46,6236,30,12,32,0.0059,clean,37,13.022092789189191,77.5329472189189,RAJAJINAGAR,medium,0,CAR,0.0,"Kanteerava Studio Road, FTI Junction, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
C_819,HALASURU GATE,police_station_mode,HIGH,9,9,HIGH,0,31,4524,18,4,23,0.0082,clean,37,12.961536618918919,77.58391470270269,HALASURU GATE,medium,0,SCOOTER,0.0,"New Mission Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)"
C_463,SHESHADRIPURAM,police_station_mode,HIGH,12,12,MEDIUM,0,20,2523,7,8,12,0.0147,clean,37,12.993435986486487,77.57406004324325,SHESHADRIPURAM,medium,0,MOTOR CYCLE,0.0,"Sri Sri Sri Balagangadharanatha Swamy Road, Krishna Block, Malleshwaram, Bengaluru, Karnataka. Pin-560020 (India)"
C_944,HENNURU,police_station_mode,HIGH,4,4,LOW,0,12,392,6,0,12,0.0944,clean,37,13.05010861891892,77.63023667027028,HENNURU,medium,0,MOTOR CYCLE,0.0,"Thanisandra Main Road, Aswath Nagar Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)"
C_348,YELAHANKA,police_station_mode,HIGH,9,9,LOW,0,13,1499,5,4,9,0.024,clean,36,13.098269552777777,77.5983896388889,YELAHANKA,medium,0,MOTOR CYCLE,0.0,"Raithara Santhe Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)"
C_449,HALASUR,police_station_mode,HIGH,9,9,MEDIUM,0,28,3011,19,5,23,0.012,clean,36,12.961363216666664,77.63654709722222,HALASUR,medium,0,SCOOTER,0.0,"Old Airport Road, Attimaramma Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
C_131,HALASUR,police_station_mode,HIGH,9,9,MEDIUM,0,28,3011,19,5,23,0.012,clean,36,12.961422316666665,77.6351682277778,HALASUR,medium,0,CAR,0.0,"Old Airport Road, Attimaramma Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
C_813,HEBBALA,police_station_mode,HIGH,6,6,MEDIUM,0,10,3705,4,3,7,0.0097,clean,36,13.066921327777777,77.59429515833332,HEBBALA,medium,0,SCOOTER,0.0,"Amruthahalli Main Road, Park View Layout, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
C_704,HENNURU,police_station_mode,HIGH,5,5,LOW,0,12,392,6,0,12,0.0918,clean,36,13.068802377777779,77.62591023333333,HENNURU,medium,0,SCOOTER,0.0,"80 Feet Road, Corona Apartments, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)"
C_970,J.P. NAGAR,police_station_mode,HIGH,7,7,LOW,0,18,795,9,1,17,0.0453,clean,36,12.910650697222227,77.57360226111112,J.P. NAGAR,medium,0,GOODS AUTO,0.0,"9th B Cross Road, SBI Colony, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
C_441,VIJAYANAGARA,police_station_mode,HIGH,20,20,CRITICAL,0,33,14536,21,16,17,0.0025,clean,36,12.976156991666667,77.53133836111112,VIJAYANAGARA,medium,0,SCOOTER,0.0,"60 Feet Road, Prasanthnagar Circle, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)"
C_366,ELECTRONIC CITY,police_station_mode,HIGH,10,10,MEDIUM,0,22,3309,11,6,15,0.0109,clean,36,12.820059386111112,77.68765672499998,ELECTRONIC CITY,medium,0,SCOOTER,0.0,"Hosur Road, Sattva Texonic, Bommasandra Industrial Area, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)"
C_994,CITY MARKET,police_station_mode,HIGH,16,16,CRITICAL,0,36,15655,21,7,25,0.0023,clean,36,12.968895361111112,77.57705850833334,CITY MARKET,medium,0,MOPED,0.0,"Old Tharagupete Cross Road, Suraj Junction, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)"
C_412,SHESHADRIPURAM,police_station_mode,HIGH,13,13,MEDIUM,0,20,2523,7,8,12,0.0139,clean,35,12.997072922857145,77.58372712285716,SHESHADRIPURAM,medium,0,SCOOTER,0.0286,"5th Main Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
C_680,J.P. NAGAR,police_station_mode,HIGH,8,8,LOW,0,18,795,9,1,17,0.044,clean,35,12.914106451428573,77.58580598857141,J.P. NAGAR,medium,0,CAR,0.0,"24th Main Road, Marenahalli Industrial Area, JP Nagar Phase 2, Bengaluru, Karnataka. Pin-560078 (India)"
C_318,BELLANDUR,police_station_mode,HIGH,18,18,MEDIUM,0,33,3892,16,7,26,0.009,clean,35,12.910330974285715,77.68577049714287,BELLANDUR,medium,0,CAR,0.0286,"Sarjapura Main Road, Saket Callipolis, Halanayakana Halli, Bengaluru, Karnataka. Pin-560035 (India)"
C_406,SHESHADRIPURAM,police_station_mode,HIGH,13,13,MEDIUM,0,20,2523,7,8,12,0.0139,clean,35,12.9890786,77.57444467428571,SHESHADRIPURAM,medium,0,CAR,0.0,"Nagappa Road, Shree MG Seshadri Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
C_736,HAL OLD AIRPORT,police_station_mode,HIGH,34,34,CRITICAL,0,51,19446,22,17,32,0.0018,clean,35,12.96108802,77.71656935428571,HAL OLD AIRPORT,medium,0,MAXI-CAB,0.0,"ITPL Main Road, Nagappa Reddy Layout, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)"
C_305,ELECTRONIC CITY,police_station_mode,HIGH,11,11,MEDIUM,0,22,3309,11,6,15,0.0106,clean,35,12.87591078285714,77.67139482857144,ELECTRONIC CITY,medium,0,SCOOTER,0.0571,"Amrutha College Road, Rayasandra Circle, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)"
C_77,ADUGODI,police_station_mode,HIGH,11,11,LOW,0,23,2384,13,2,21,0.0147,clean,35,12.930708565714287,77.63296740285713,ADUGODI,medium,0,CAR,0.0,"Srinivagilu Main Road, Block 1, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
C_742,HAL OLD AIRPORT,police_station_mode,HIGH,34,34,CRITICAL,0,51,19446,22,17,32,0.0018,clean,35,12.96858902857143,77.70106434,HAL OLD AIRPORT,medium,0,SCOOTER,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
C_249,HALASURU GATE,police_station_mode,HIGH,11,11,HIGH,0,31,4524,18,4,23,0.0077,clean,35,12.963311485714286,77.58277817142857,HALASURU GATE,medium,0,CAR,0.0,"Sri Narasimha Raj Wadiyar Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
C_398,PULIKESHINAGAR(F.TOWN),police_station_mode,HIGH,16,16,MEDIUM,0,29,3110,13,8,21,0.0113,clean,35,12.996203965714287,77.61142769142856,PULIKESHINAGAR(F.TOWN),medium,0,SCOOTER,0.0,"Saunders Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
C_634,MICO LAYOUT,police_station_mode,HIGH,14,14,LOW,0,24,2243,11,5,19,0.0156,clean,35,12.935502314285714,77.60759420857141,MICO LAYOUT,medium,0,SCOOTER,0.0,"Krishna Nagar Main Road, Chikka Lakshmaiah Layout, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)"
C_0_19,UPPARPET,police_station_mode,HIGH,14,14,CRITICAL,0,33,36360,22,5,21,0.001,clean,35,12.975744165714286,77.58288672857142,UPPARPET,medium,0,CAR,0.0,"Palace Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
C_154,ASHOK NAGAR,police_station_mode,HIGH,14,14,MEDIUM,0,24,2968,10,7,17,0.0118,clean,35,12.973253497142856,77.61099169714286,ASHOK NAGAR,medium,0,SCOOTER,0.0,"Commissariat Road, Bangalore Central, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)"
C_804,HALASURU GATE,police_station_mode,HIGH,11,11,HIGH,0,31,4524,18,4,23,0.0077,clean,35,12.960865822857143,77.58383249714285,HALASURU GATE,medium,0,TEMPO,0.0,"Model Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)"
C_674,UPPARPET,police_station_mode,HIGH,15,15,CRITICAL,0,33,36360,22,5,21,0.0009,clean,34,12.973791214705884,77.57505998823528,UPPARPET,medium,0,CAR,0.0,"SM Road, Balepet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)"
C_853,CHIKKAJALA,police_station_mode,HIGH,9,9,HIGH,0,17,6107,9,3,14,0.0056,clean,34,13.183353123529411,77.68374629411765,CHIKKAJALA,medium,0,CAR,0.0,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)"
C_370,MAHADEVAPURA,police_station_mode,HIGH,8,8,HIGH,0,20,6005,12,5,14,0.0057,clean,34,13.008944938235295,77.7587980382353,MAHADEVAPURA,medium,0,MOTOR CYCLE,0.0,"Whitefield Main Road, Pioneer Moonstone, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)"
C_879,MAHADEVAPURA,police_station_mode,HIGH,8,8,HIGH,0,20,6005,12,5,14,0.0057,clean,34,12.977855923529413,77.71327766764705,MAHADEVAPURA,medium,0,SCOOTER,0.0,"Industrial Park Road, RMZ NXT, EPIP Zone, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
C_665,HALASURU GATE,police_station_mode,HIGH,13,13,HIGH,0,31,4524,18,4,23,0.0075,clean,34,12.965625779411763,77.58170235882353,HALASURU GATE,medium,0,PASSENGER AUTO,0.0,"Kencha Nayak Lane, Maldarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
C_743,BELLANDUR,police_station_mode,HIGH,19,19,MEDIUM,0,33,3892,16,7,26,0.0087,clean,34,12.916203517647057,77.67322385882353,BELLANDUR,medium,0,MOTOR CYCLE,0.0,"Sarjapura Main Road, Srinivasa Classic, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
C_920,SADASHIVANAGAR,police_station_mode,HIGH,6,6,LOW,0,9,1101,4,2,7,0.0309,clean,34,12.999336282352942,77.58384686470588,SADASHIVANAGAR,medium,0,MOPED,0.0,"Palace Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)"
C_557,JAYANAGARA,police_station_mode,HIGH,22,22,MEDIUM,0,34,3074,15,6,28,0.0111,clean,34,12.928672405882352,77.58285139117648,JAYANAGARA,medium,0,CAR,0.0,"Sri Vinayaka Temple Road, Geeta Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)"
C_123,MALLESHWARAM,police_station_mode,HIGH,11,11,CRITICAL,0,28,24086,21,9,19,0.0014,clean,34,13.003800094117649,77.54939402941176,MALLESHWARAM,medium,0,SCOOTER,0.0,"20th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
C_969,V.V.PURAM (C.PET),police_station_mode,HIGH,4,4,LOW,0,11,394,7,1,10,0.0863,clean,34,12.94844380882353,77.57228465294119,V.V.PURAM (C.PET),medium,0,SCOOTER,0.0,"Pampa Mahakavi Road, Vanivilas Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
C_775,CITY MARKET,police_station_mode,HIGH,17,17,CRITICAL,0,36,15655,21,7,25,0.0022,clean,34,12.968481955882353,77.57605518823529,CITY MARKET,medium,0,MOPED,0.0,"Mamulpet Road, Ganjam Mutt, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)"
C_741,JEEVANBHEEMANAGAR,police_station_mode,HIGH,23,23,HIGH,0,35,5678,16,11,24,0.006,clean,34,12.96001305,77.64771607941175,JEEVANBHEEMANAGAR,medium,0,MAXI-CAB,0.0,"Old Airport Road, Prestige Leela Residency, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)"
C_517,HENNURU,police_station_mode,HIGH,6,6,LOW,0,12,392,6,0,12,0.0842,clean,33,13.083452736363636,77.63828682424241,HENNURU,medium,0,SCOOTER,0.0,"Munninarasimha Road, Prisha Orchids, Chokkanahalli, Bengaluru, Karnataka. Pin-560064 (India)"
C_86,JEEVANBHEEMANAGAR,police_station_mode,HIGH,24,24,HIGH,0,35,5678,16,11,24,0.0058,clean,33,12.968827886464938,77.64804390220655,JEEVANBHEEMANAGAR,medium,0,SCOOTER,0.0,"Jeevan Bhima Nagar Main Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
C_204,HSR LAYOUT,police_station_mode,HIGH,19,19,MEDIUM,0,34,4491,19,6,26,0.0073,clean,33,12.905833048484848,77.63878798181818,HSR LAYOUT,medium,0,LGV,0.0,"Hosapalya Main Road, Patel Channappa Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
C_565,BELLANDUR,police_station_mode,HIGH,20,20,MEDIUM,0,33,3892,16,7,26,0.0085,clean,33,12.926677506176931,77.67783220857382,BELLANDUR,medium,0,CAR,0.0,"Outer Ring Road, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
C_756,CUBBON PARK,police_station_mode,HIGH,13,13,LOW,0,19,1977,7,4,15,0.0167,clean,33,12.974464545454545,77.60708236363635,CUBBON PARK,medium,0,CAR,0.0,"Church Street, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
C_809,HALASUR,police_station_mode,HIGH,11,11,MEDIUM,0,28,3011,19,5,23,0.011,clean,33,12.960787584848484,77.63851982727272,HALASUR,medium,0,SCOOTER,0.0,"Kempegowda Road, Dr Rajkumar Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
C_244,SHIVAJINAGAR,police_station_mode,HIGH,19,19,CRITICAL,0,35,27458,21,9,24,0.0012,clean,33,12.980268815151513,77.6044880151515,SHIVAJINAGAR,medium,0,CAR,0.0,"Infantry Road, Prestige Saleh Ahmed, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
C_694,PULIKESHINAGAR(F.TOWN),police_station_mode,HIGH,17,17,MEDIUM,0,29,3110,13,8,21,0.0106,clean,33,13.00062193939394,77.61484166363635,PULIKESHINAGAR(F.TOWN),medium,0,SCOOTER,0.0,"Madhavaraya Mudaliar Road, Nanjappa Block, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
C_347,SHESHADRIPURAM,police_station_mode,HIGH,15,15,MEDIUM,0,20,2523,7,8,12,0.0131,clean,33,12.992722669696972,77.57281193333333,SHESHADRIPURAM,medium,0,CAR,0.0,"Sirur Park Road, Mill Corner Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
C_611,KENGERI,police_station_mode,HIGH,3,3,LOW,1,5,187,2,0,5,0.1765,clean,33,12.914177995357885,77.48132284070093,KENGERI,medium,0,CAR,0.0,"Kengeri Main Road, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)"
C_434,BELLANDUR,police_station_mode,HIGH,21,21,MEDIUM,0,33,3892,16,7,26,0.0082,clean,32,12.901628825,77.660540196875,BELLANDUR,medium,0,SCOOTER,0.0,"Sri Dinne Anjaneya Swamy Temple Road, Madduramma Junction, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)"
C_426,ASHOK NAGAR,police_station_mode,HIGH,15,15,MEDIUM,0,24,2968,10,7,17,0.0108,clean,32,12.967099740624999,77.59962663125,ASHOK NAGAR,medium,0,CAR,0.0,"D Souza Marg, Purva Premiere, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)"
C_836,BANASHANKARI,police_station_mode,HIGH,4,4,LOW,0,8,1019,4,3,5,0.0314,clean,32,12.938462662500001,77.53359108437499,BANASHANKARI,medium,0,MOTOR CYCLE,0.0,"60 Feet Road, Veerabhadra Nagara Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
C_57,CUBBON PARK,police_station_mode,HIGH,14,14,LOW,0,19,1977,7,4,15,0.0162,clean,32,12.978949531249999,77.59208209062501,CUBBON PARK,medium,0,SCOOTER,0.0,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
C_863,HAL OLD AIRPORT,police_station_mode,HIGH,36,36,CRITICAL,0,51,19446,22,17,32,0.0016,clean,32,12.92980518556295,77.6846314873045,HAL OLD AIRPORT,medium,0,PASSENGER AUTO,0.6562,"Outer Ring Road, Saffron Square, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)"
C_1013,PULIKESHINAGAR(F.TOWN),police_station_mode,HIGH,18,18,MEDIUM,0,29,3110,13,8,21,0.0103,clean,32,13.0059965875,77.620648321875,PULIKESHINAGAR(F.TOWN),medium,0,SCOOTER,0.0,"Bagalur Road, New Bagalur Layout, Lingarajapuram, Bengaluru, Karnataka. Pin-560084 (India)"
C_0_26,HALASURU GATE,police_station_mode,HIGH,14,14,HIGH,0,31,4524,18,4,23,0.0071,clean,32,12.973914665625,77.58167945000001,HALASURU GATE,medium,0,CAR,0.0,"Palace Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)"
C_575,MAHADEVAPURA,police_station_mode,HIGH,10,10,HIGH,0,20,6005,12,5,14,0.0053,clean,32,13.004135566492598,77.75697866993508,MAHADEVAPURA,medium,0,CAR,0.0,"Whitefield Main Road, Wynn Gate, Belathur, Bengaluru, Karnataka. Pin-560067 (India)"
C_721,K.G. HALLI,police_station_mode,HIGH,3,3,LOW,1,9,458,6,1,8,0.0699,clean,32,13.03609446875,77.62540158125,K.G. HALLI,medium,0,HGV,0.0,"5th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
C_357,CHIKKAJALA,police_station_mode,HIGH,10,10,HIGH,0,17,6107,9,3,14,0.0052,clean,32,13.184399843749999,77.687556503125,CHIKKAJALA,medium,0,CAR,0.0,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)"
C_476,NO POLICE STATION,police_station_mode,HIGH,1,1,LOW,1,3,67,2,0,3,0.4776,dominates station (48% of station violations),32,13.058492971875,77.46642348750001,NO POLICE STATION,medium,0,SCOOTER,0.0,"Mumbai Bengaluru Highway, Bynapalya, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)"
C_573,VIJAYANAGARA,police_station_mode,HIGH,21,21,CRITICAL,0,33,14536,21,16,17,0.0021,clean,31,12.973505198510548,77.53963146651901,VIJAYANAGARA,medium,0,CAR,0.0,"7th Main Road, CPWD Complex, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
C_0_31,HIGH GROUND,police_station_mode,HIGH,10,10,MEDIUM,0,19,4200,13,6,11,0.0074,clean,31,12.980881319354841,77.57693361935483,HIGH GROUND,medium,0,CAR,0.0,"Dr MH Ambarish Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
C_640,BANASHANKARI,police_station_mode,HIGH,5,5,LOW,0,8,1019,4,3,5,0.0304,clean,31,12.942303799999998,77.54839588064516,BANASHANKARI,medium,0,SCOOTER,0.0,"Sri Kumaraswamy Temple Road, Muneshwara Block, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560026 (India)"
C_0_23,CITY MARKET,police_station_mode,HIGH,18,18,CRITICAL,0,36,15655,21,7,25,0.002,clean,31,12.968887825806451,77.57922336774195,CITY MARKET,medium,0,SCOOTER,0.0,"Avenue Road, Sri Mahalakshmi Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
C_912,MALLESHWARAM,police_station_mode,HIGH,12,12,CRITICAL,0,28,24086,21,9,19,0.0013,clean,31,13.00382576774194,77.56925654516128,MALLESHWARAM,medium,0,PASSENGER AUTO,0.0,"Siddavanahalli Krishna Sharma Road, Paresh Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
C_735,JEEVANBHEEMANAGAR,police_station_mode,HIGH,25,25,HIGH,0,35,5678,16,11,24,0.0055,clean,31,12.984039159786057,77.64071757022255,JEEVANBHEEMANAGAR,medium,0,CAR,0.0,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)"
C_206,CITY MARKET,police_station_mode,HIGH,18,18,CRITICAL,0,36,15655,21,7,25,0.002,clean,31,12.959020103225807,77.57920574838708,CITY MARKET,medium,0,SCOOTER,0.0,"AM Road, KS Contey Layout, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)"
C_491,BASAVANAGUDI,police_station_mode,HIGH,8,8,MEDIUM,0,16,3150,11,6,10,0.0098,clean,31,12.946458996774195,77.56981717741937,BASAVANAGUDI,medium,0,CAR,0.0,"K Samrajya Iyengar Road, Sri Karanji Anjaneya Swami Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
C_484,SHIVAJINAGAR,police_station_mode,HIGH,20,20,CRITICAL,0,35,27458,21,9,24,0.0011,clean,31,12.982807448387101,77.60130922258065,SHIVAJINAGAR,medium,0,SCOOTER,0.0,"Hospital Road, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
C_757,KAMAKSHIPALYA,police_station_mode,HIGH,7,7,LOW,0,13,747,6,2,10,0.0415,clean,31,12.990171287096773,77.5048220451613,KAMAKSHIPALYA,medium,0,PASSENGER AUTO,0.0,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
C_0_9,UPPARPET,police_station_mode,HIGH,16,16,CRITICAL,0,33,36360,22,5,21,0.0009,clean,31,12.971957974193552,77.58055861290325,UPPARPET,medium,0,SCOOTER,0.0,"Hospital Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)"
C_471,RAJAJINAGAR,police_station_mode,HIGH,24,24,HIGH,0,46,6236,30,12,32,0.005,clean,31,12.984970338709678,77.55652751935484,RAJAJINAGAR,medium,0,CAR,0.0,"Old Mysore Road, Block 4E, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
C_467,HALASURU GATE,police_station_mode,HIGH,15,15,HIGH,0,31,4524,18,4,23,0.0069,clean,31,12.960030009677421,77.58747246774195,HALASURU GATE,medium,0,SCOOTER,0.0,"Lalbagh Main Road, KS Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)"
C_74,JAYANAGARA,police_station_mode,HIGH,23,23,MEDIUM,0,34,3074,15,6,28,0.0101,clean,31,12.921828180645162,77.58584196451612,JAYANAGARA,medium,0,CAR,0.0,"38th Cross Road, Block 4T East, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
C_765,HEBBALA,police_station_mode,HIGH,7,7,MEDIUM,0,10,3705,4,3,7,0.0084,clean,31,13.055682322580642,77.59416071935485,HEBBALA,medium,0,SCOOTER,0.0,"Dasarahalli Main Road, RMZ Azure, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
C_805,ADUGODI,police_station_mode,HIGH,12,12,LOW,0,23,2384,13,2,21,0.0126,clean,30,12.93276613,77.61343092333331,ADUGODI,medium,0,SCOOTER,0.0,"17th Main Road, Industrial Layout, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)"
C_269,K.S. LAYOUT,police_station_mode,HIGH,8,8,LOW,0,11,430,3,0,11,0.0698,clean,30,12.888371036622175,77.56189966101293,K.S. LAYOUT,medium,0,CAR,0.0,"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)"
C_876,HAL OLD AIRPORT,police_station_mode,HIGH,37,37,CRITICAL,0,51,19446,22,17,32,0.0015,clean,30,12.942589606666669,77.69699396333334,HAL OLD AIRPORT,medium,0,CAR,0.0,"Outer Ring Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
C_841,MAHADEVAPURA,police_station_mode,HIGH,11,11,HIGH,0,20,6005,12,5,14,0.005,clean,30,13.007170473333334,77.75727677666667,MAHADEVAPURA,medium,0,CAR,0.0,"3rd Main Road, Reddys Keerthi Residency, Belathur, Bengaluru, Karnataka. Pin-560067 (India)"
